,srcid,field,root,root-1,sigma,fwhm_snr,PBroad,PCauchy,REH,AdG,JEG,Old Comments,New Comments,final
0,6411,EGS,rubies-egs51-nod-v3,None,inf,8.339928100048457,1.0,2.2945781582846832e-254,3.0,3.0,3.0,"JEG: OK, we should talk about such wimpy lines and if we make any LW cuts",,B
1,13872,EGS,rubies-egs51-nod-v3,None,inf,13.25979321153416,1.0,6.2357599974429965e-223,3.0,2.0,1.0,blue absorber? but also two velocity components to narrow lines? JEG: not just NII?? AdG: definitely not NII,,B
2,15825,EGS,rubies-egs51-nod-v3,None,inf,260.3169497977434,1.0,1.0,3.0,3.0,3.0,JEG: beautiful actual QSO? AdG: bad continuum fit,,B
3,24210,EGS,rubies-egs51-nod-v3,None,inf,5.593383807825166,1.0,0.0,3.0,3.0,3.0,,,B
4,926125,EGS,rubies-egs51-nod-v3,None,inf,31.4952091080841,1.0,0.0,3.0,3.0,3.0,,,B
5,925921,EGS,rubies-egs51-v4,None,inf,113.96729373380508,1.0,4.015321088242179e-225,3.0,3.0,3.0,would be good to look at this one again in v4,,B
6,4330,EGS,rubies-egs52-nod-v3,None,inf,10.597455167775529,1.0,1.3854422025693965e-134,1.0,1.0,1.0,Large offset between GRISM and PRISM causing issues.,,N
7,24213,EGS,rubies-egs52-nod-v3,None,inf,20.241393903251893,1.0,1.2094721952434616e-14,1.0,1.0,0.0,"Noisy, NII detected, unclear if there is broad absorption",,N
8,24489,EGS,rubies-egs52-nod-v3,None,inf,4.17870893182719,1.0,0.0,2.0,1.0,1.0,,,N
9,29489,EGS,rubies-egs52-nod-v3,None,inf,30.598076007189324,1.0,8.713772688314418e-28,3.0,3.0,3.0,Absorber? JEG: must be quite narrow? AdG +1 for absorption,,B
10,37124,EGS,rubies-egs52-nod-v3,None,inf,70.6305046331638,1.0,0.0003988734348274394,3.0,3.0,3.0,,,B
11,34978,EGS,rubies-egs53-nod-v3,None,inf,19.00331011415084,1.0,4.085931558321947e-65,3.0,3.0,3.0,"JEG: I would like some kind of zoom on just BL, stretch makes this hard",,B
12,42046,EGS,rubies-egs53-nod-v3,None,inf,1812.427142494822,1.0,0.0,3.0,3.0,3.0,Absorber in Ha and Hb! !! AdG: this is the other source we discussed for Fig 1 :),,B
13,50052,EGS,rubies-egs53-nod-v3,None,inf,34.47434826657744,1.0,0.0,3.0,3.0,3.0,JEG: OIII seems to have a broad base here! +1 (and insane Lya),,B
14,53254,EGS,rubies-egs53-nod-v3,None,inf,7.7126731271952265,1.0,1.1391945868257154e-57,3.0,3.0,3.0,perfect example of multi-res fitting!,,B
15,921025,EGS,rubies-egs53-nod-v3,None,inf,4.6335252502694795,1.0,0.0,3.0,2.0,2.0,JEG: FWHM very narrow/this looks marginal to me. +1 similar weak broad base in OIII 5008,,O
16,931291,EGS,rubies-egs53-nod-v3,None,inf,9.031102178346133,1.0,8.992177060916337e-30,3.0,3.0,3.0,Crazy absorber! double check if reduction artefact,,B
17,30308,EGS,rubies-egs53-v4,None,inf,47.139516015321185,1.0,2.2036774735160445e-05,0.0,,,No good PRISM data,,N
18,54240,EGS,rubies-egs61-nod-v3,None,inf,5.343428077894691,1.0,2.491790092399924e-141,1.0,1.0,1.0,Probably not,,N
19,60934,EGS,rubies-egs61-nod-v3,None,inf,77.36155482922008,1.0,5.225708283707667e-238,3.0,3.0,3.0,Absorber; weaker broad component in OIII?,,B
20,70473,EGS,rubies-egs61-nod-v3,None,inf,5.944013585409632,1.0,0.0,2.0,2.0,2.0,"This is hard, it looks like extra flux, but unclear if BL JEG: agree, edited by REH",,B
21,73610,EGS,rubies-egs61-nod-v3,None,inf,3.502754666897244,1.0,1.302742542290845e-214,3.0,0.0,0.0,looks like NII?,,N
22,55604,EGS,rubies-egs61-v4,None,inf,1972.3634363512963,1.0,0.0,3.0,3.0,3.0,absorbtion in Hbeta (this was also in Wang+ 2024b),,B
23,42232,EGS,rubies-egs62-nod-v3,rubies-egs63-nod-v3,inf,58.449278300982904,1.0,1.7853999907553736e-53,3.0,3.0,3.0,Absorber? needs zoom-in of broad base,,B
24,50812,EGS,rubies-egs62-nod-v3,None,inf,6.2627039606975465,1.0,1.273198326934758e-13,3.0,3.0,3.0,Hbeta fit looks really bad? other lines ok,,I
25,60052,EGS,rubies-egs62-nod-v3,None,inf,4.26873795657927,1.0,6.293539942922114e-31,3.0,2.0,2.0,"need zoom-in of broad base to confirm JEG: this is an example for a Lorentz fit,edit",,I
26,67056,EGS,rubies-egs62-nod-v3,None,inf,26.71619179959935,1.0,0.036038794342935575,0.0,0.0,1.0,too noisy; fit gets continuum wrong? also Hbeta somehow not fit?,,N
27,67278,EGS,rubies-egs62-nod-v3,None,inf,10.252784642320842,1.0,3.564787611120872e-19,0.0,0.0,0.0,"Continuum offsets between the dispersers, not convinced",,N
28,948917,EGS,rubies-egs62-nod-v3,None,inf,15.605622660250955,1.0,0.0,3.0,3.0,3.0,,,B
29,28812,EGS,rubies-egs63-nod-v3,None,inf,35.8291553431404,1.0,5.988661127728202e-149,3.0,3.0,3.0,Absorber +1,,B
30,45502,EGS,rubies-egs63-nod-v3,None,inf,9.759911071534196,1.0,1.7753280740247162e-180,3.0,2.0,1.0,need zoom in JEG: Check Lorentz,,I
31,49140,EGS,rubies-egs63-nod-v3,None,inf,2132.2665575246065,1.0,0.0,3.0,3.0,3.0,Absorber! JEG Beautiful! -- this is our universe breaker,,B
32,42803,EGS,rubies-egs63-v4,None,inf,29.205640936037824,1.0,1.7428925597755144e-51,3.0,3.0,2.0,"Hard to fit PRISM without it, look at v4!",,B
33,19484,UDS,rubies-uds1-nod-v3,None,inf,5.9631927613687505,1.0,8.484030898493136e-08,3.0,3.0,3.0,,,I
34,29601,UDS,rubies-uds1-nod-v3,rubies-uds41-nod-v3,inf,7.504548626808508,1.0,0.0,1.0,1.0,0.0,"Noisy, I don't know if I trst it",,N
35,31747,UDS,rubies-uds1-nod-v3,None,inf,14.54005543600345,1.0,0.9999954986064774,3.0,3.0,3.0,"weird line profile, probs noise not absorption",,B
36,44043,UDS,rubies-uds1-nod-v3,None,inf,24.435017828242366,1.0,3.7921481213546444e-77,3.0,3.0,3.0,Absorbers?,,B
37,45452,UDS,rubies-uds1-nod-v3,None,inf,10.838554922166459,1.0,3.609321360557098e-144,1.0,0.0,0.0,"OII is broader than Ha, so code is fitting with broad line JEG: Lorentz",,N
38,35376,UDS,rubies-uds2-nod-v3,rubies-uds1-nod-v3,inf,5.526445913721726,1.0,0.0,1.0,1.0,1.0,Has another spectrum too!,,N
39,36810,UDS,rubies-uds2-nod-v3,None,inf,5.668369682599717,1.0,0.0,3.0,1.0,1.0,not convinced?,,I
40,174752,UDS,rubies-uds21-nod-v3,None,inf,9.953416522085966,1.0,0.0,3.0,3.0,3.0,,,B
41,180422,UDS,rubies-uds21-nod-v3,None,inf,18.066315405705648,1.0,1.0,0.0,0.0,0.0,"Too much noise JEG: I'm confsed. line very strong in PRISM, why gone in grating?; reduction issues?",,N
42,182791,UDS,rubies-uds21-nod-v3,None,inf,685.3018154788407,1.0,4.455700194513269e-174,3.0,3.0,3.0,Absorber? +1 absorption,,B
43,970351,UDS,rubies-uds21-nod-v3,None,inf,24.46725466876392,1.0,1.1122866837762895e-13,2.0,2.5,2.0,Pretty convincing for prism only; g395m missing,,B
44,167396,UDS,rubies-uds21-v4,None,inf,23.736628938011766,1.0,5.0281733239027984e-26,1.0,,,,,N
45,920396,UDS,rubies-uds21-v4,None,inf,3.8701911833220177,1.0,1.940892720328896e-76,3.0,,,Absorber?,,B
46,118847,UDS,rubies-uds22-nod-v3,None,inf,1.4724796156044966,1.0,1.0,,,,,,
47,119957,UDS,rubies-uds22-nod-v3,None,inf,19.380086853985038,1.0,1.909592236388619e-31,3.0,3.0,3.0,BEAUTIFUL,,B
48,139709,UDS,rubies-uds22-nod-v3,None,inf,24.807997359521657,1.0,6.159787829297026e-226,3.0,3.0,3.0,,,B
49,143683,UDS,rubies-uds22-nod-v3,None,inf,10.804694584128722,1.0,0.0,3.0,2.0,3.0,,,B
50,152856,UDS,rubies-uds22-nod-v3,None,inf,12.671677055809436,1.0,1.5526780048696123e-54,0.0,1.0,0.0,Wrong z?,,N
51,919440,UDS,rubies-uds22-v4,None,inf,5.451704585362811,1.0,8.671331012644377e-52,3.0,3.0,3.0,broad Ha in v4 (ID 919440),,B
52,147411,UDS,rubies-uds23-nod-v3,None,inf,5.925423669444698,1.0,0.5719388919975329,3.0,3.0,3.0,,,I
53,148630,UDS,rubies-uds23-nod-v3,None,inf,4.271446584524727,1.0,3.4434931308325616e-08,0.0,,,Bad data,,
54,166271,UDS,rubies-uds23-nod-v3,None,inf,48.82400450060658,1.0,1.7885330251310242e-35,3.0,3.0,3.0,,,B
55,172350,UDS,rubies-uds23-nod-v3,None,inf,37.93787461186966,1.0,1.6661313663565494e-117,3.0,3.0,3.0,absorption? need zoom,,B
56,144195,UDS,rubies-uds23-v4,None,inf,16.069115902466834,1.0,1.0,2.0,1.0,1.0,Looks broad in v4?; check v4 very interesting SED,,B
57,46566,UDS,rubies-uds3-nod-v3,None,inf,8.147717975862214,1.0,2.4969547367128993e-111,3.0,2.0,2.0,JEG: this must be right at the limit?,,I
58,47509,UDS,rubies-uds3-nod-v3,None,inf,30.145027630269777,1.0,2.6101856681252e-216,2.0,3.0,3.0,revisit JEG: this looks ok to me?,,B
59,50716,UDS,rubies-uds3-nod-v3,None,inf,11.920601213205087,1.0,4.0272445773956065e-17,3.0,3.0,3.0,,,B
60,149298,UDS,rubies-uds31-nod-v3,None,inf,12.828645938243813,1.0,1.0,,,,,,
61,150323,UDS,rubies-uds31-nod-v3,None,inf,11.030292949130837,1.0,1.7292495038980443e-05,3.0,3.0,3.0,,,B
62,154183,UDS,rubies-uds31-nod-v3,None,inf,126.84918054550249,1.0,0.9999999999999993,3.0,3.0,3.0,JEG: beautiful LRD -- it's the BH*/ Cliff/ whatever :) + absorption,,B
63,171824,UDS,rubies-uds31-nod-v3,None,inf,8.39920921890702,1.0,2.3337736334287644e-66,2.5,2.0,2.0,hard without the OIII,,B
64,981721,UDS,rubies-uds31-v4,rubies-uds23-v4,inf,25.82772014535727,1.0,2.0403213736560515e-37,3.0,3.0,3.0,"Noisy, broad in v4?; g395m missing; check v4 for Ha!",,B
65,153207,UDS,rubies-uds32-nod-v3,None,inf,9.618286781930461,1.0,4.1339311859177105e-19,2.0,1.0,1.0,Maybe? JEG: I think that is the narrow line shape,,I
66,966096,UDS,rubies-uds32-nod-v3,None,inf,9.703142971451593,1.0,3.1806860690477516e-06,3.0,3.0,3.0,,,B
67,29813,UDS,rubies-uds33-nod-v3,None,inf,22.166879497190692,1.0,1.4268263277353182e-118,3.0,3.0,3.0,absorption?,,B
68,822719,UDS,rubies-uds33-v4,None,inf,37.295710314464486,1.0,5.195152574925514e-41,,,,Weird overlaps,,N
69,5496,UDS,rubies-uds41-nod-v3,None,inf,7.363688453565923,1.0,3.582300389576482e-43,3.0,3.0,2.0,,,B
70,23489,UDS,rubies-uds41-nod-v3,None,inf,5.340285200748986,1.0,7.51842803999034e-55,1.5,2.0,1.5,Revisit; slightly broadened but definitely not AGN,,I
71,24447,UDS,rubies-uds41-nod-v3,None,inf,13.475664255672612,1.0,4.697736124053808e-52,3.0,3.0,3.0,"Plotting is weird, but def a BL",,B
72,39136,UDS,rubies-uds41-nod-v3,None,inf,2.8084167280969257,1.0,3.6613572702807424e-61,2.0,1.0,1.0,,,I
73,42658,UDS,rubies-uds41-nod-v3,None,inf,10.558991942942539,1.0,1.0766274097617922e-54,3.0,3.0,3.0,,,B
74,8895,UDS,rubies-uds42-nod-v3,None,inf,20.865621771301946,1.0,9.34785043301519e-68,3.0,2.0,2.0,,,I
75,10036,UDS,rubies-uds42-nod-v3,None,inf,7.147727897786605,1.0,3.869974759630799e-12,3.0,3.0,3.0,,,I
76,14947,UDS,rubies-uds42-nod-v3,None,inf,18.4652244162503,1.0,1.5574059107552748e-169,2.0,3.0,3.0,Noisy,,B
77,19521,UDS,rubies-uds42-nod-v3,rubies-uds41-nod-v3,inf,6.573689147930437,1.0,1.5094355440611264e-180,3.0,3.0,2.0,JEG: broad base?,,B
78,19785,UDS,rubies-uds42-nod-v3,None,inf,13.818656772008554,1.0,1.2419158831981529e-19,3.0,3.0,2.0,SII really helps here! strong NII? JEG: not convinced this is broad. very boxy profile,,B
79,22304,UDS,rubies-uds42-nod-v3,None,inf,6.727483624527951,1.0,5.135442082426185e-112,2.0,2.0,1.0,Need to follow-up,,I
80,23438,UDS,rubies-uds42-nod-v3,None,inf,10.132560535508103,1.0,3.633952261669029e-15,3.0,3.0,3.0,,,B
81,807469,UDS,rubies-uds42-nod-v3,None,inf,27.325440294227803,1.0,9.974811358307204e-297,,,,,,B
82,830237,UDS,rubies-uds42-nod-v3,None,inf,5.825663360489543,1.0,1.5586647621761592e-23,3.0,2.0,2.0,Scaling issues but looks good; missing prism (check duplicate spectrum in uds41 26611),,I
83,19112,UDS,rubies-uds42-v4,None,inf,10.861310104573509,1.0,4.881049103003776e-150,2.0,3.0,3.0,Might be broad in v4; v4 looks good,,B
84,17604,UDS,rubies-uds43-nod-v3,None,inf,6.205351007878734,1.0,3.960198640966977e-58,3.0,3.0,3.0,JEG: asymmetric?,,B
85,35974,UDS,rubies-uds43-nod-v3,None,inf,7.327128353046374,1.0,4.4330792323464983e-107,3.0,3.0,1.0,JEG: that's impossible,,I
86,848745,UDS,rubies-uds43-v4,None,inf,5.935367706830581,1.0,1.4494297566291359e-61,,,,,,B
87,162611,UDS,rubies-uds31-nod-v3,None,8.209536151601387,7.109665844801626,0.9999999999999998,9.06723708216956e-88,1.0,0.0,1.0,,,N
88,42289,UDS,rubies-uds3-nod-v3,None,8.125890664701908,3.8619115257547723,0.9999999999999996,1.4695142987421738e-18,3.0,1.0,1.0,weird BL shape,,B
89,53692,UDS,rubies-uds33-nod-v3,None,8.125890664701908,5.937973921583938,0.9999999999999996,5.808865936164679e-16,3.0,3.0,2.0,Shows broad lines here but not its its other spectrum <-- that's because of duplicate srcids JEG: pretty noisy no?,,B
90,61496,EGS,rubies-egs61-nod-v3,None,8.076571004130123,7.537745401070952,0.9999999999999993,1.4739932826432736e-07,3.0,3.0,3.0,,,B
91,24948,EGS,rubies-egs52-nod-v3,None,8.041399959096541,7.079735822646741,0.9999999999999991,1.2979496711140023e-06,3.0,3.0,2.0,JEG: convincing?,,I
92,36695,EGS,rubies-egs52-nod-v3,None,7.991573950493904,3.5411641131615723,0.9999999999999987,2.4956674914179675e-59,0.0,1.0,1.0,Weird continuum; bad fit,,N
93,125453,UDS,rubies-uds22-nod-v3,None,7.956038125481531,3.8432058658945607,0.9999999999999982,0.0,2.0,1.0,0.0,Very slightly broad??,,N
94,33938,UDS,rubies-uds1-nod-v3,rubies-uds2-nod-v3,7.941444487415979,4.1602773989147845,0.999999999999998,3.9883758582930195e-18,1.5,1.0,1.0,Revisit,,N
95,961025,UDS,rubies-uds31-nod-v3,None,7.877848236557328,4.11878736791886,0.9999999999999967,1.3392422832489208e-139,2.5,2.0,2.0,"some residual in OIII, possibly also broad base",,B
96,17146,EGS,rubies-egs63-nod-v3,None,7.862189685200783,4.075181427281489,0.9999999999999962,4.3919271308245456e-51,3.0,2.0,2.0,JEG: really marginal,,O
97,40870,EGS,rubies-egs63-nod-v3,None,7.818891055763057,4.408846239118018,0.9999999999999947,3.917061403391659e-18,1.0,1.0,1.0,,,I
98,959367,EGS,rubies-egs62-v4,rubies-egs63-v4,7.790748515837902,7.446400741268589,0.9999999999999933,1.5671698536595195e-49,3.0,3.0,3.0,Ha in g395m in v4 JEG: good example for PRISM?,,B
99,37961,UDS,rubies-uds42-nod-v3,None,7.675859608964337,1.338297639809294,0.9999999999999836,2.606780834607623e-59,0.0,0.0,0.0,,,N
100,58237,EGS,rubies-egs62-nod-v3,None,7.622561816573916,13.005454034559826,0.9999999999999751,4.906620709801992e-09,3.0,3.0,1.0,"whopping NII JEG: worth discussion, I don't believe this one.",,B
101,46724,EGS,rubies-egs62-v4,None,7.575592671756756,13.789618807627912,0.9999999999999643,5.1664088138380306e-27,2.0,3.0,2.0,Revisit with extended coverage in v4; check if absorption in v4,,B
102,19735,UDS,rubies-uds43-nod-v3,None,7.443675760214981,10.792401870146891,0.9999999999999021,2.9589312815666532e-15,1.5,2.0,1.5,redshift is off; broad but weird fit,,N
103,58197,EGS,rubies-egs61-nod-v3,None,7.4234237016795195,5.502735020102909,0.9999999999998859,1.0098346395252083e-55,0.0,0.0,0.0,Degeneracy,,N
104,30969,UDS,rubies-uds43-nod-v3,None,7.367497323216033,6.490301465000062,0.9999999999998261,0.0008063673227291471,2.0,2.0,1.0,Tough one,,N
105,60873,EGS,rubies-egs62-nod-v3,None,7.270584281492402,2.9230749158348406,0.9999999999996421,0.0,3.0,1.0,1.0,,,B
106,167741,UDS,rubies-uds23-nod-v3,None,7.237452780899979,29.103221925467686,0.9999999999995428,1.0,3.0,3.0,3.0,Contamination makes this hard,,B
107,952625,EGS,rubies-egs61-nod-v3,None,7.1882767134873085,4.346462896157328,0.9999999999993439,3.747945734396718e-32,3.0,2.0,2.0,,,B
108,9809,EGS,rubies-egs52-nod-v3,None,7.17256065153466,82.5089061948077,0.9999999999992639,1.0,3.0,3.0,3.0,Wrong input z; broad OIII - this is the example dusty SB for Fig 1 of paper!,,O
109,38328,UDS,rubies-uds33-nod-v3,None,7.140630970762897,3.412449957456504,0.999999999999071,7.619086001344343e-16,3.0,3.0,2.0,,,I
110,45965,EGS,rubies-egs63-v4,None,7.121815220472806,2.8592986495241672,0.9999999999989349,0.0,0.0,,,,,I
111,140480,UDS,rubies-uds31-v4,None,6.9984710676613835,13.449773182185107,0.9999999999974123,6.4590961809882206e-18,0.0,,,Bad Grism,,N
112,59971,UDS,rubies-uds2-nod-v3,None,6.877226682062644,5.720656823987072,0.9999999999938971,4.5370238637743523e-35,2.0,3.0,3.0,,,B
113,72526,EGS,rubies-egs61-nod-v3,None,6.843074469981523,3.1833498445289417,0.9999999999922489,0.0,2.0,2.0,1.0,"if broad, def not AGN",,I
114,12142,UDS,rubies-uds42-nod-v3,None,6.806924951987567,8.896143710783273,0.9999999999900293,6.354402997484101e-129,2.0,1.0,1.0,Revisit,,I
115,44952,UDS,rubies-uds1-nod-v3,rubies-uds2-nod-v3,6.727800664867949,7.793814641408071,0.9999999999827753,1.3480666399110443e-13,3.0,3.0,2.0,JEG: broad NL base?,,B
116,41683,EGS,rubies-egs53-nod-v3,None,6.673552198066966,3.17629496950588,0.9999999999750315,2.223439095245006e-09,3.0,2.0,2.0,JEG: Lorentz,,I
117,46318,EGS,rubies-egs62-nod-v3,None,6.668887699478573,6.159940284102955,0.9999999999742251,1.2736185208767252e-31,2.0,2.0,2.0,"Looks broad in both H, but weird",,N
118,919107,EGS,rubies-egs52-v4,None,6.654747758442175,4.235858437630463,0.9999999999716214,2.522310578065727e-123,,,,,,N
119,52613,EGS,rubies-egs53-nod-v3,None,6.536513616903884,4.044445347145367,0.9999999999370306,1.3748427200757787e-161,3.0,3.0,2.0,"JEG: I agree there is a very small excess, but since there are no other narrow lines I don't think we know if it is broad",,I
120,66489,UDS,rubies-uds3-nod-v3,None,6.441777337365616,1.5942037409128986,0.9999999998819176,0.0,2.0,0.0,0.0,Teensy tiny?,,I
121,130625,UDS,rubies-uds22-nod-v3,None,6.412924473857233,4.0944499316833,0.9999999998572457,8.563699609904803e-260,3.0,2.0,0.0,two sources,,N
122,148866,UDS,rubies-uds23-nod-v3,None,6.402725271211322,7.303050743777965,0.9999999998473723,0.9958817436379953,3.0,3.0,2.0,equally broad OIII JEG: I'd try with Lorentz,,B
123,36171,UDS,rubies-uds42-nod-v3,None,6.308897779164654,9.70810318908104,0.9999999997189704,0.5678176298310288,2.0,2.0,2.0,,,N
124,840721,UDS,rubies-uds42-nod-v3,None,6.221139111577211,7.740491229671848,0.9999999995064417,2.0306596797236297e-10,2.0,3.0,2.0,Prism only; g395m data exist but not included,,B
125,927271,EGS,rubies-egs51-nod-v3,None,5.966946285715422,4.84655810447859,0.9999999975826506,5.866552043120831e-201,2.0,2.0,2.0,,,B
126,920,EGS,rubies-egs52-nod-v3,None,5.909606095680938,4.1205079341401945,0.9999999965707325,3.918591929209888e-273,3.0,1.0,2.0,JEG: too weak for me to trust at this stretch AdG: very weak; SF outflow?,,I
127,164243,UDS,rubies-uds21-nod-v3,None,5.87338527504437,4.468957921869317,0.9999999957301544,0.0,1.0,0.0,,,,N
128,928474,UDS,rubies-uds1-v4,None,5.709245797426837,12.216111320087458,0.9999999886522092,1.5944126120181138e-09,3.0,3.0,2.0,"Really bad offset between Prism and Grating, but a broad line probably; needs refitting - possible absorption in Ha JEG: I'd try with Lorentz. Looks like NII is quite strong.",,N
129,42150,UDS,rubies-uds2-v4,None,5.685766432593774,23.082351350923485,0.999999986977272,2.3176734684071107e-05,0.0,1.0,,,,N
130,55379,EGS,rubies-egs62-nod-v3,None,5.6668825829648,16.974801984464225,0.9999999854581081,7.824366752699989e-18,0.0,1.0,0.0,Looks like contamination in MR,,N
131,62302,EGS,rubies-egs62-nod-v3,None,5.62341495660152,2.2153908244503735,0.999999981278105,5.568880384395803e-25,2.0,2.0,1.0,,,I
132,17301,EGS,rubies-egs52-nod-v3,None,5.612726188794994,7.183921220885506,0.9999999800836383,1.9739699728919143e-69,2.0,2.0,1.0,,,B
133,184757,UDS,rubies-uds31-nod-v3,None,5.558952020275818,4.38642692495451,0.9999999728600714,7.386055035647818e-05,2.0,2.0,1.0,,,N
134,41926,EGS,rubies-egs63-nod-v3,None,5.46694492298627,4.634805634733597,0.9999999542141759,7.816194215351805e-46,3.0,3.0,1.0,Lorentz fit just as good?,,I
135,916674,UDS,rubies-uds1-nod-v3,None,5.406509277465603,5.7803577839238605,0.9999999357351,9.256510534207642e-10,3.0,3.0,3.0,,,B
136,8356,UDS,rubies-uds42-nod-v3,None,5.357311373775268,2.2003946711062423,0.9999999155305219,2.635582093407615e-84,0.0,0.0,,unphysical Hb/Ha ratio,,N
137,45893,UDS,rubies-uds1-nod-v3,rubies-uds2-nod-v3,5.286187333397141,4.579244679845136,0.9999998751080026,1.6346083897659189e-133,2.0,1.0,0.0,Small if true,,N
138,841944,UDS,rubies-uds41-v4,None,5.275799464386006,4.353900453011964,0.9999998678214309,1.8503345097400204e-136,,0.0,,narrow Ha in v4,,N
139,942618,EGS,rubies-egs52-nod-v3,None,5.256582903143797,4.161565780208002,0.9999998532433636,4.01560966945159e-103,0.0,1.0,0.0,Absorption,,N
140,72846,EGS,rubies-egs62-nod-v3,None,5.225611896202701,15.708619857019437,0.9999998264198912,0.0,1.0,0.0,0.0,,,N
141,821092,UDS,rubies-uds33-nod-v3,None,5.172845963215439,32.80799480345564,0.9999997694449253,1.3729149025559312e-83,0.0,0.0,0.0,Contamination line messing with fit?,,N
142,143741,UDS,rubies-uds23-v4,None,5.133924743676671,4.060800944160973,0.9999997162384019,2.544456634032548e-26,,,,,,B
143,60452,UDS,rubies-uds2-nod-v3,None,5.016316026392708,6.286706474446658,0.9999994732833565,5.097358041144632e-31,3.0,1.0,1.0,don't understand why 3?,,B
144,56069,EGS,rubies-egs62-nod-v3,None,4.958777477388726,1.006831585596488,0.9999992906183607,9.877100157130663e-47,1.0,1.0,1.0,,,N
145,20294,UDS,rubies-uds41-nod-v3,None,4.86776704372008,5.583836946493881,0.9999988713373742,4.859046388617327e-249,2.0,2.0,0.0,,,B
146,115015,UDS,rubies-uds22-nod-v3,None,4.866213001242628,2.711089113014731,0.9999988624308405,0.0,2.0,2.0,1.0,no way,,I
147,27121,EGS,rubies-egs52-nod-v3,None,4.85506761704411,3.2269716830428674,0.9999987965432812,0.0,1.0,2.0,1.0,,,N
148,69412,EGS,rubies-egs62-nod-v3,None,4.8400927991495015,3.7101153382080274,0.9999987022148671,0.0,3.0,2.0,2.0,Looks good on closer inspection; small hump in OIII? JEG: I think broad bases on NL here,,O
149,143498,UDS,rubies-uds31-nod-v3,None,4.834594230297331,6.177097530771104,0.9999986658250447,3.313693674375981e-201,2.0,3.0,1.5,interesting SII ratio,,B
150,40579,UDS,rubies-uds2-v4,rubies-uds1-v4,4.814065195661165,15.696208245273967,0.9999985210947577,0.5440868896032528,3.0,3.0,3.0,the BRD;2nd spectrum of BRD,,B
151,9779,UDS,rubies-uds41-nod-v3,None,4.781529921089009,1.1827408905779482,0.9999982603389688,0.0,3.0,1.0,1.0,v4 has OIII in G395M with small broad base,,N
152,31727,UDS,rubies-uds1-nod-v3,None,4.767685512402151,2.7753165978452166,0.9999981364562511,8.672953117285851e-36,3.0,2.0,1.0,,,I
153,47482,EGS,rubies-egs53-nod-v3,None,4.757478366566698,1.3475030439317113,0.9999980397374307,7.219676930177309e-96,1.0,0.0,0.0,Revisit,,N
154,41571,UDS,rubies-uds41-nod-v3,None,4.730854213747542,8.521942703606534,0.9999977642295512,0.4157222548796004,2.0,2.0,2.0,,,B
155,27965,EGS,rubies-egs53-nod-v3,None,4.729000415155412,9.739215489195576,0.9999977437207752,0.9495148168812352,1.5,1.0,1.0,,,N
156,63183,EGS,rubies-egs62-nod-v3,None,4.68851857974311,6.864090566520605,0.9999972481006615,0.998400233279375,3.0,2.0,2.0,Prism only,,N
157,38859,EGS,rubies-egs62-nod-v3,rubies-egs63-nod-v3,4.681692959999968,2.759252817123839,0.9999971548459131,2.7735641236502293e-18,,,,,,I
158,57375,EGS,rubies-egs63-nod-v3,None,4.681361691886507,3.975300477006052,0.9999971502436734,0.9509646153133923,2.0,2.0,1.0,,,N
159,977908,EGS,rubies-egs62-nod-v3,None,4.667052974889016,2.17853404393003,0.9999969444942819,1.0,0.0,1.0,0.0,Weird noisy object,,N
160,69475,EGS,rubies-egs61-nod-v3,None,4.562883377907204,9.626326370368208,0.9999949544155473,9.470458076804739e-48,3.0,2.0,2.0,,,B
161,17493,EGS,rubies-egs52-nod-v3,None,4.546670971222646,3.1724832274076697,0.9999945498900839,4.063007527565896e-21,2.0,2.0,2.0,"JEG: tough, only Ha",,I
162,24306,EGS,rubies-egs53-nod-v3,None,4.538324804507844,2.9614785753856623,0.999994329712368,6.4058455056389984e-158,3.0,3.0,2.0,"JEG: pretty weak, no?",,I
163,48449,UDS,rubies-uds2-nod-v3,None,4.531680374084061,3.185493817629445,0.9999941483658025,5.497506125660492e-54,2.0,1.0,,,,N
164,71603,EGS,rubies-egs62-nod-v3,None,4.519042532980901,1.0506175981743215,0.9999937880084222,2.0881861769515118e-62,0.0,0.0,,,,N
165,951669,UDS,rubies-uds3-v4,None,4.516357619481208,2.318685704719191,0.9999937087616599,4.910645880580869e-56,2.0,,,,,O
166,13014,UDS,rubies-uds1-nod-v3,None,4.501523510468824,2.2993601176365637,0.9999932531899581,3.3238102114685117e-71,1.5,2.0,1.5,,,I
167,20515,UDS,rubies-uds41-nod-v3,None,4.501446378290541,2.126086987793042,0.9999932507406611,8.198579676603586e-137,1.0,1.0,,Broad OIII?,,N
168,853923,UDS,rubies-uds43-v4,None,4.497493866947909,2.0859066456017876,0.9999931240856174,1.3872004781553892e-284,0.0,0.0,,v4 has Ha,,B
169,53452,UDS,rubies-uds3-nod-v3,None,4.4529227374892235,3.1578948202478268,0.9999915290757656,2.839875130288367e-76,3.0,2.0,1.0,,,I
170,176292,UDS,rubies-uds21-v4,None,4.430118181119309,8.60061915433254,0.9999905818539322,0.9999686310084795,0.0,0.0,,,,N
171,181572,UDS,rubies-uds31-nod-v3,None,4.390866482603248,11.928155754109762,0.9999887100146293,0.055541439605189306,2.0,1.0,,"Weird Ha, absorber?; reduction issues?",,N
