,srcid,field,root,root-1,sigma,fwhm_snr,PBroad,PCauchy,REH,AdG,JEG,Old Comments,New Comments,final
755,68872,EGS,rubies-egs61-nod-v3,None,0.3671119791840227,3.0277445985563434,0.28646450788155164,0.891902763056319,0.0,,,,,
756,149000,UDS,rubies-uds21-nod-v3,None,0.3648291661352883,2.526892259254601,0.28476106793409706,0.9910342350754686,,,,,,
757,163683,UDS,rubies-uds32-v4,None,0.3640035238299555,2.2657370177546765,0.28414462199926127,1.2171137904085853e-13,,,,,,
758,48473,UDS,rubies-uds2-nod-v3,None,0.363833935448068,1.5681578353070436,0.28401797996947925,3.0413129659754364e-80,,,,,,
759,36334,UDS,rubies-uds3-nod-v3,None,0.36358079877080873,2.7956711609123626,0.2838289327750671,0.0019796486379163166,,,,,,
760,144123,UDS,rubies-uds32-nod-v3,None,0.3624774011212933,1.858710527680626,0.2830046917360396,2.8061407278448227e-08,,,,,,
761,28910,UDS,rubies-uds33-nod-v3,None,0.3620079488545473,2.358489389758371,0.2826539095820812,3.83732058017424e-80,,,,,,
762,60322,EGS,rubies-egs63-nod-v3,None,0.3617881098337532,1.965288333038897,0.28248962189038657,0.006240311964782638,,,,,,
763,49217,UDS,rubies-uds43-nod-v3,None,0.36161471436297926,1.5975305059256948,0.2823600326661146,1.1510934961373193e-49,,,,Halpha absorption,,
764,157966,UDS,rubies-uds22-nod-v3,None,0.36068249468972957,2.5601088368977156,0.28166318770651616,0.006177867719457533,,,,,,
765,52109,EGS,rubies-egs62-nod-v3,None,0.3606418339755998,1.2791810236872432,0.2816327880162302,1.2235097800286959e-08,,,,,,
766,28359,UDS,rubies-uds41-nod-v3,None,0.35715505386238044,1.494045218200075,0.2790242683931288,3.97955061484683e-20,,,,,,
767,146864,UDS,rubies-uds23-nod-v3,None,0.3570868103136156,2.0962271436621136,0.27897318170928415,0.007726200668393403,,,,,,
768,7633,UDS,rubies-uds42-nod-v3,None,0.35511008823463563,1.5161190903233106,0.2774928807624466,1.0043962560448842e-63,,,,,,
769,25525,UDS,rubies-uds43-nod-v3,None,0.3538670410435475,2.2557706655988086,0.27656147168539463,0.006689131612246467,,,,,,
770,53071,EGS,rubies-egs62-nod-v3,None,0.35310479927283484,3.962481695340617,0.2759901249498129,0.923515001209688,,,,,,
771,21533,UDS,rubies-uds42-nod-v3,None,0.35081934209145577,2.313009940203762,0.27427611454474937,1.4483723533369507e-08,,,,,,
772,63081,EGS,rubies-egs61-nod-v3,None,0.3507125132342467,1.5017246432484315,0.2741959630628829,3.711446002323639e-11,,,,,,
773,19958,UDS,rubies-uds1-nod-v3,None,0.3498307611887073,1.2416449133267347,0.2735342881296053,1.0547881971837852e-162,,,,,,
774,35255,EGS,rubies-egs63-nod-v3,None,0.34355517388794304,2.519962384632595,0.26881915914871257,0.9929996904291585,,,,,,
775,42680,UDS,rubies-uds41-nod-v3,None,0.3413308578211444,1.846265473614305,0.2671454799125956,2.649088592063362e-22,,,,,,
776,149159,UDS,rubies-uds32-nod-v3,None,0.33994412390699935,2.521305631205604,0.2661013928214254,0.001064496022655289,,,,,,
777,31305,UDS,rubies-uds41-nod-v3,None,0.3398906880220422,1.45432927783624,0.2660611504985755,1.9459063207312177e-19,,,,,,
778,42799,EGS,rubies-egs63-nod-v3,None,0.33949420738092334,2.766353768306869,0.2657625399003538,0.9997772220424668,,,,,,
779,32759,UDS,rubies-uds42-nod-v3,None,0.33813769555229606,1.7350936236731342,0.2647405751216898,1.872000385705835e-47,,,,,,
780,56600,EGS,rubies-egs61-nod-v3,None,0.33763567186865157,2.2020504632165094,0.26436224307905937,1.5317672433189025e-20,,,,,,
781,43415,UDS,rubies-uds3-nod-v3,None,0.337433208739255,1.756348832731167,0.264209645891343,1.913540021136373e-52,,,,,,
782,29509,EGS,rubies-egs53-v4,None,0.33728839279073664,2.2509896932800513,0.2641004911951477,4.752382135831549e-06,,,,,,
783,38008,EGS,rubies-egs53-nod-v3,None,0.33607650955985413,2.379943752866788,0.2631868281220803,2.6255705063951294e-08,,,,,,
784,43626,EGS,rubies-egs62-nod-v3,None,0.33451425981232646,2.3572301605823327,0.2620084677137086,1.355680168105631e-116,,,,,,
785,53483,UDS,rubies-uds2-nod-v3,None,0.33436645556967026,1.8891202671850915,0.261896951255907,3.3175319957970294e-17,,,,,,
786,150560,UDS,rubies-uds32-nod-v3,None,0.33336762997042796,3.5755601974738065,0.2611432054397129,0.46850701528494165,,,,,,
787,59611,EGS,rubies-egs62-nod-v3,None,0.330854298197227,1.855855864839937,0.2592454556946825,3.558067724977105e-97,,,,,,
788,26309,UDS,rubies-uds33-nod-v3,None,0.33079566667623256,3.0396470056528213,0.2592011657125009,0.005621890000375794,,,,,,
789,56420,UDS,rubies-uds3-nod-v3,None,0.32887355499916404,1.6664064061119903,0.25774873647855023,1.5783921215228658e-131,,,,,,
790,36235,UDS,rubies-uds2-nod-v3,None,0.32794557488154974,3.230972704352597,0.25704718624780765,0.09590625130317865,,,,,,
791,132068,UDS,rubies-uds22-nod-v3,None,0.3260101804214356,1.5263636534392087,0.25558334729760734,7.71035132644627e-06,,,,,,
792,4483,UDS,rubies-uds42-nod-v3,None,0.3259731240921608,1.6959439961148408,0.25555531064890913,7.048968223187277e-65,,,,,,
793,26915,UDS,rubies-uds33-v4,None,0.32593852233516435,2.5884206786844994,0.25552913081257267,0.29886716065562713,,,,,,
794,43504,UDS,rubies-uds1-nod-v3,None,0.32563518475691533,2.2108175709158027,0.2552996116755076,6.801634090780925e-43,,,,,,
795,53523,EGS,rubies-egs63-nod-v3,None,0.3252729627798044,1.8438082213969806,0.2550255081992316,1.6243565070711454e-18,,,,,,
796,183401,UDS,rubies-uds21-nod-v3,None,0.32473276809997514,2.1563171774575176,0.25461666782451436,2.769087068267038e-32,0.0,0.0,,,,
797,31954,UDS,rubies-uds33-nod-v3,None,0.3243727221361263,2.737525581069327,0.2543441311743708,1.0754300096978114e-87,,,,,,
798,49616,UDS,rubies-uds3-nod-v3,None,0.32327653201905737,1.4861120063517772,0.2535141746451966,2.953748614079963e-42,,,,,,
799,13434,UDS,rubies-uds41-nod-v3,None,0.32298838414456543,2.061550826650968,0.25329596088079687,1.7118367603938088e-198,,,,,,
800,30320,UDS,rubies-uds1-nod-v3,None,0.32232486731578563,1.199027705130529,0.25279340381414817,1.2967666451286005e-17,,,,,,
801,33618,UDS,rubies-uds41-v4,None,0.3215540968886972,2.371226953214745,0.2522094764028468,6.0450560457757094e-05,,,,,,
802,142548,UDS,rubies-uds23-nod-v3,None,0.32088577694839515,1.5954947700121271,0.2517030472094018,9.313341614218388e-12,,,,,,
803,164301,UDS,rubies-uds31-nod-v3,None,0.31996883920388036,1.6640670595646971,0.25100804754297457,3.4848202704678094e-07,,,,,,
804,64983,UDS,rubies-uds3-nod-v3,None,0.31790923988846626,1.3905052793696986,0.24944621648210444,2.945564524507841e-09,,,,,,
805,63759,UDS,rubies-uds2-nod-v3,None,0.3147880956378722,2.397401799642958,0.24707744910961982,0.9611570118770064,,,,,,
806,125484,UDS,rubies-uds22-v4,None,0.3143513721429493,1.7093304282723911,0.24674581514597294,1.3217631022950861e-11,,,,,,
807,59381,UDS,rubies-uds2-nod-v3,None,0.31374525216358373,1.546695602564128,0.24628547143207138,3.827269728668803e-27,,,,,,
808,164140,UDS,rubies-uds31-nod-v3,None,0.3123820286819763,1.9554099937057736,0.24524979345939066,8.366037687760895e-43,,,,,,
809,32272,EGS,rubies-egs63-nod-v3,None,0.31217237889192895,1.7784132583945012,0.2450904776281734,1.923383113882365e-91,,,,,,
810,147237,UDS,rubies-uds31-nod-v3,None,0.3105100919716072,3.837005535017456,0.24382691378165,0.002050127674956236,,,,,,
811,927584,EGS,rubies-egs52-v4,None,0.3081922423275319,1.4517034098853303,0.24206394490271504,1.3267761499058963e-05,0.0,1.0,,"bad fit, check v4",,
812,20502,EGS,rubies-egs53-nod-v3,None,0.30648927741833293,1.5168483955838752,0.24076785733571718,9.585367115580504e-103,,,,,,
813,154958,UDS,rubies-uds23-v4,None,0.3058838596475442,3.342336426414975,0.24030692452936217,0.9911945843350877,,,,,,
814,49109,UDS,rubies-uds3-v4,None,0.30576989876362615,1.6020836398007567,0.2402201512378509,1.8035976857369571e-06,,,,,,
815,144207,UDS,rubies-uds22-nod-v3,None,0.3053108744587417,2.346220597620164,0.23987060552925388,2.0242827254317536e-33,,,,,,
816,32524,EGS,rubies-egs53-nod-v3,None,0.3037532482408048,2.2299163060476594,0.23868411279328136,2.7511752267264437e-29,,,,,,
817,59668,EGS,rubies-egs62-nod-v3,None,0.30249629014826435,1.9954037444753752,0.237726238890814,0.0,0.0,,,In absorption,,
818,41606,EGS,rubies-egs63-v4,None,0.30180467260505356,2.2066320236721917,0.2371990313470721,0.0001381610690245416,,,,,,
819,124768,UDS,rubies-uds32-v4,None,0.3015764665152497,1.6078623419197884,0.2370250498127789,1.649248958644927e-06,,,,,,
820,34939,UDS,rubies-uds42-nod-v3,None,0.2991820020379742,1.4015949616231866,0.23519881897132103,5.08504921280439e-25,,,,,,
821,54262,EGS,rubies-egs62-nod-v3,None,0.29882619582390896,1.9893668144241474,0.23492733769936408,0.20253255514861176,,,,,,
822,65701,EGS,rubies-egs53-v4,None,0.2986318609601179,1.886088769150649,0.23477904738991073,1.0963766210983217e-05,,,,,,
823,59576,UDS,rubies-uds3-nod-v3,None,0.29792824506046656,2.347412244771812,0.2342420701317972,2.435909716353439e-07,,,,,,
824,28052,UDS,rubies-uds42-nod-v3,None,0.2975964398832195,1.5260045585068194,0.23398880790588353,0.00683383967358226,,,,,,
825,37692,UDS,rubies-uds3-nod-v3,None,0.29683053930903636,2.791238298630175,0.23340411131859712,0.16315784673262215,,,,,,
826,174582,UDS,rubies-uds23-nod-v3,None,0.2958772034484296,2.036597872931586,0.2326761389659079,8.10263109470602e-06,,,,,,
827,45018,EGS,rubies-egs63-nod-v3,None,0.2952440708951612,3.3922263067233676,0.23219256204598057,0.9695053649077229,,,,,,
828,50599,EGS,rubies-egs62-nod-v3,None,0.29419726898587406,1.907560878377529,0.2313928326114714,1.7130015905128276e-09,,,,,,
829,64276,EGS,rubies-egs62-nod-v3,None,0.29054832933395225,1.6487747361423855,0.2286032169454793,7.376500080234275e-26,,,,,,
830,171566,UDS,rubies-uds31-nod-v3,None,0.2897479565316835,1.8909464688106583,0.22799093475460164,3.2614114541099845e-09,,,,,,
831,24225,EGS,rubies-egs52-nod-v3,None,0.2881126813501171,1.468375227998252,0.22673951429028155,3.5421882569372526e-39,,,,,,
832,29680,UDS,rubies-uds41-nod-v3,None,0.28781383359065055,2.374456026754632,0.22651075244094918,0.7695811086087089,,,,,,
833,52788,EGS,rubies-egs63-nod-v3,rubies-egs62-nod-v3,0.28591280368407723,1.2544227364485472,0.22505509299881682,5.878710932204757e-17,,,,,,
834,50230,EGS,rubies-egs63-nod-v3,None,0.28570298306635605,2.9975755737823127,0.22489438026101782,0.25415372217877386,,,,,,
835,7452,UDS,rubies-uds42-nod-v3,None,0.2807045692049505,2.121931087087188,0.221062996110823,1.4172118742853062e-127,,,,,,
836,15032,EGS,rubies-egs52-nod-v3,None,0.2798446072486173,1.5550987671734036,0.22040327324405223,1.3481353178637295e-101,,,,,,
837,39623,EGS,rubies-egs53-nod-v3,None,0.27946878691614513,3.8753340197391988,0.22011491145670448,0.017672380305505213,,,,,,
838,31675,UDS,rubies-uds41-nod-v3,None,0.27791830321857414,3.762311806367528,0.21892492675166103,0.9999999895916037,,,,,,
839,148268,UDS,rubies-uds32-nod-v3,None,0.2776147948884921,1.9534461942820045,0.2186919262578842,0.21472149533714238,,,,,,
840,48424,EGS,rubies-egs62-nod-v3,None,0.2758647931897013,1.785957530042933,0.21734808404861156,8.729711281546218e-09,,,,,,
841,22058,UDS,rubies-uds33-nod-v3,None,0.2754656355081668,1.427622965269361,0.21704147621481384,4.829296186971694e-13,,,,,,
842,22110,UDS,rubies-uds42-nod-v3,None,0.2753337003502873,1.4931659654839304,0.216940124506145,9.291193984926711e-16,,,,,,
843,41916,UDS,rubies-uds3-nod-v3,None,0.27434162034854853,2.3069450613346514,0.21617789744590468,5.1972882708902206e-272,1.0,,,Really faint if true,,
844,161297,UDS,rubies-uds21-nod-v3,None,0.27281989201470297,1.974761275901394,0.21500833220164883,0.4065788252837375,,,,,,
845,45335,EGS,rubies-egs61-nod-v3,None,0.27248298584931335,2.163659146759167,0.214749328153887,3.8011174458518096e-36,,,,,,
846,27710,EGS,rubies-egs63-nod-v3,None,0.27197609856629335,1.757221320266454,0.21435960258066591,5.432178886767675e-07,,,,,,
847,30715,UDS,rubies-uds42-nod-v3,None,0.2688897030490524,2.2190738067880567,0.2119854389658066,1.8747477962156452e-06,,,,,,
848,58640,EGS,rubies-egs62-nod-v3,None,0.26730158079699584,2.728238843275387,0.2107630302640423,0.043184543704895786,,,,,,
849,24671,EGS,rubies-egs51-v4,None,0.26691765642720316,1.2554523167890752,0.21046743816889407,1.419549833930827e-181,,,,,,
850,180983,UDS,rubies-uds21-nod-v3,None,0.2634573062346443,1.8512736097614984,0.20780187387149776,1.2677768464658923e-18,,,,,,
851,166385,UDS,rubies-uds31-nod-v3,None,0.26306230291226346,3.7213596102993503,0.20749744119882058,4.4509777652655595e-18,,,,,,
852,12878,UDS,rubies-uds1-v4,None,0.2626751493889245,1.6986820633076196,0.20719902773915033,0.5497817752577818,,,,,,
853,31645,UDS,rubies-uds43-nod-v3,None,0.26178341213357864,2.1047576171276536,0.20651157158545835,0.016609835229161436,,,,,,
854,151490,UDS,rubies-uds21-v4,None,0.2616510892329134,2.7299069424919873,0.20640954781399937,0.9882307257357532,,,,,,
855,141681,UDS,rubies-uds21-nod-v3,None,0.26159352282955567,3.134130742203947,0.20636516178959538,0.011181694662341753,,,,,,
856,966377,EGS,rubies-egs61-nod-v3,None,0.2610864187594531,1.859851236213556,0.20597413518652813,0.0003113241638516764,,,,,,
857,177252,UDS,rubies-uds23-nod-v3,None,0.25920164155088593,1.5024630161118095,0.20452033539696812,9.244379634455622e-10,,,,,,
858,35126,UDS,rubies-uds43-nod-v3,None,0.25856385595508496,1.9575822067647788,0.20402822618723218,0.00035698987560038164,,,,,,
859,140203,UDS,rubies-uds23-nod-v3,None,0.2563324192685968,1.4814119363078568,0.20230583368508603,3.1728005439118297e-09,,,,,,
860,56133,EGS,rubies-egs63-nod-v3,None,0.2556479941972715,1.4906940994900129,0.20177734451671828,2.8580263303415497e-16,,,,,,
861,19583,EGS,rubies-egs52-nod-v3,None,0.2546998997951693,1.328938024880424,0.20104510635520587,7.904715242481771e-21,,,,,,
862,38676,UDS,rubies-uds42-nod-v3,None,0.2544569492936586,1.2562023298929066,0.20085744082512638,1.966126566529154e-196,,,,,,
863,49614,EGS,rubies-egs62-nod-v3,None,0.25425299006002483,2.508437698287105,0.2006998848868011,0.4356165786682702,,,,,,
864,38861,UDS,rubies-uds2-nod-v3,None,0.2539142407823462,1.9870875010765738,0.2004381872862098,1.5163233863419284e-172,,,,,,
865,142214,UDS,rubies-uds32-nod-v3,None,0.2537201018400313,1.9915323114372951,0.2002881969048344,8.300444035675622e-30,,,,,,
866,38094,UDS,rubies-uds2-v4,None,0.25243171761561345,2.7249140024262473,0.19929261335485082,0.43594930590889874,0.0,,,,,
867,44016,EGS,rubies-egs63-nod-v3,None,0.2521900753185447,1.6726791953169093,0.19910585103861583,3.144823345586231e-05,,,,,,
868,47212,EGS,rubies-egs63-nod-v3,None,0.2506502654446533,2.3196545863230886,0.19791548428725478,0.01746706390953252,,,,,,
869,16729,UDS,rubies-uds1-nod-v3,None,0.24972431153819452,1.9548890665095324,0.19719944414458507,4.434739320855644e-64,,,,,,
870,854426,UDS,rubies-uds33-v4,None,0.24954462321381915,1.8861463648259533,0.19706047196291215,1.1463066169294881e-14,,,,,,
871,29517,UDS,rubies-uds1-nod-v3,None,0.24932503731855582,1.7465784395074822,0.19689063426607065,4.532903945606866e-12,,,,,,
872,127724,UDS,rubies-uds22-nod-v3,None,0.24827478166265338,1.6352997811817127,0.19607819041772617,2.0544323849026596e-24,,,,,,
873,42670,UDS,rubies-uds2-nod-v3,None,0.2478396517730292,1.6841716527340458,0.19574152586843171,8.190251161189868e-06,,,,,,
874,150247,UDS,rubies-uds31-nod-v3,None,0.24761842976223983,1.5046889122789433,0.19557035015760998,3.817890409310241e-05,,,,,,
875,61052,UDS,rubies-uds2-nod-v3,None,0.24758846014391928,1.0704235274888183,0.1955471597422979,1.3760846739479575e-243,,,,,,
876,45945,EGS,rubies-egs52-v4,None,0.2470713446390896,1.9617710964532995,0.19514698998123242,1.901459088289398e-21,,,,,,
877,37108,UDS,rubies-uds1-nod-v3,None,0.24595014479741142,8.721051662400438,0.1942791741617471,0.8154068212798805,1.0,1.0,,"bad continuum, refit",,
878,51853,UDS,rubies-uds3-nod-v3,None,0.24300075274050797,2.8062310654412994,0.19199518567546958,5.6708604814053115e-15,,,,,,
879,175698,UDS,rubies-uds21-v4,None,0.24297795719972629,2.9290579580027667,0.19197752656770217,0.9712546767032578,,,,,,
880,68372,EGS,rubies-egs62-nod-v3,None,0.24132802063597955,2.392821029231574,0.19069910477017463,1.0854174881603456e-05,,,,,,
881,66413,UDS,rubies-uds3-nod-v3,None,0.2413100431111921,2.4557059247769693,0.19068517241891572,6.021222623369052e-21,,,,,,
882,41630,UDS,rubies-uds3-nod-v3,None,0.2407068777172039,1.794528811008737,0.1902176919648264,5.428828153995064e-12,,,,,,
883,34107,EGS,rubies-egs53-nod-v3,None,0.2406239654222151,1.2404939737748633,0.19015342587699202,1.0825551768505714e-34,,,,,,
884,26352,EGS,rubies-egs52-nod-v3,None,0.23957330139426772,1.6628326043242991,0.1893389355288233,1.2143318881175035e-35,,,,,,
885,48436,UDS,rubies-uds3-nod-v3,None,0.23917852104685844,1.9516779992212712,0.18903284290281577,2.4160943016036612e-08,,,,,,
886,32291,EGS,rubies-egs53-nod-v3,None,0.2387986976177515,3.3536891269281006,0.18873831982919517,5.589575451627557e-19,,,,,,
887,38265,UDS,rubies-uds1-nod-v3,None,0.23873111089639215,1.835404548270731,0.18868590886333464,0.9967634602047685,,,,,,
888,73438,EGS,rubies-egs61-nod-v3,None,0.23867276223474349,3.0454383093587434,0.18864066098588653,0.873636736221858,,,,,,
889,24456,EGS,rubies-egs53-nod-v3,None,0.238617610441705,2.085157039445805,0.18859789161803475,1.137877628522815e-51,0.0,0.0,,Looks unlikely to me,,
890,17675,UDS,rubies-uds41-nod-v3,None,0.23829172748217498,2.131428190535561,0.1883451629068358,0.8691249782547937,,,,,,
891,62726,EGS,rubies-egs63-nod-v3,None,0.2382614606423738,1.7595338590354181,0.18832168937463906,1.3547880044496655e-171,,,,,,
892,147981,UDS,rubies-uds21-v4,None,0.2362988450288797,2.8233695590939862,0.18679921690103155,0.8880452340432615,1.0,1.0,,,,
893,68660,EGS,rubies-egs62-nod-v3,None,0.23581680462976365,2.144936167197522,0.18642517234802208,3.345394328163355e-22,,,,,,
894,1538,EGS,rubies-egs52-v4,None,0.2348748891672429,2.5498810809682406,0.18569416003286215,0.13618869387159704,,,,,,
895,14751,EGS,rubies-egs52-nod-v3,None,0.234216544304344,1.9260156493500666,0.18518312830120714,1.8452080861372755e-09,,,,,,
896,150879,UDS,rubies-uds23-nod-v3,None,0.23329502032955535,1.769450497086556,0.18446767486018895,0.004497506104229349,,,,,,
897,41915,UDS,rubies-uds41-nod-v3,None,0.23321024534362447,1.4679011211512436,0.1844018494607367,1.551783342289991e-223,,,,,,
898,27762,EGS,rubies-egs51-nod-v3,None,0.23231470602734497,2.189596443643059,0.18370640889273704,5.938378414767051e-08,,,,,,
899,64429,UDS,rubies-uds3-nod-v3,None,0.23118275088611356,2.5097939879995397,0.18282717013035943,5.74079950188538e-10,,,,,,
900,41065,EGS,rubies-egs62-nod-v3,None,0.2309881966898808,3.2859362536370487,0.18267602822503337,0.00013402542412339872,,,,,,
901,25557,UDS,rubies-uds33-nod-v3,None,0.23013279264696068,1.54433577140427,0.18201141618646055,6.447992347702478e-09,,,,,,
902,46184,EGS,rubies-egs53-nod-v3,None,0.22952685041114312,1.3358836531171696,0.18154054601077924,7.777368101710186e-37,,,,,,
903,158803,UDS,rubies-uds21-nod-v3,None,0.22943372949854354,1.6861564496156092,0.18146817709772628,5.888887912515899e-11,,,,,,
904,24653,UDS,rubies-uds33-nod-v3,None,0.22903985539935645,1.7360159491329468,0.18116206076538774,0.9395164058753026,,,,,,
905,22052,EGS,rubies-egs52-nod-v3,None,0.22833307638839687,1.7347078939163876,0.18061268760387666,2.937399185163702e-08,,,,,,
906,40329,UDS,rubies-uds41-nod-v3,None,0.2278930056269021,1.5518025024035171,0.18027057963164123,7.572841483259967e-14,,,,,,
907,27423,UDS,rubies-uds42-nod-v3,None,0.22765123604596926,2.5332471558744496,0.18008261502111966,0.04090162931808685,,,,,,
908,40722,EGS,rubies-egs53-nod-v3,None,0.22516046395384842,2.7245598846007546,0.1781455550646265,0.4717062744724366,,,,,,
909,46196,EGS,rubies-egs52-nod-v3,rubies-egs61-nod-v3,0.22505814068237093,1.5792691969588548,0.1780659554956707,2.0147961973228342e-42,,,,,,
910,56883,UDS,rubies-uds2-nod-v3,None,0.22447698437909583,3.3795800958765265,0.1776138262183764,0.08459849381497034,,,,,,
911,28166,UDS,rubies-uds41-nod-v3,None,0.22416277755781192,,0.17736935431821568,9.138250852677766e-14,,,,,,
912,973612,EGS,rubies-egs62-v4,None,0.22346795101614003,1.9782199490264538,0.17682867615810763,9.176651546987464e-40,,,,,,
913,803953,UDS,rubies-uds42-v4,None,0.22343825926366664,1.2360621785434334,0.17680556969619318,1.0268350533464407e-95,,,,,,
914,22828,UDS,rubies-uds42-nod-v3,rubies-uds43-nod-v3,0.2230569986293624,2.0784033836223093,0.1765088546877846,4.453965356236434e-19,,,,,,
915,149078,UDS,rubies-uds23-nod-v3,None,0.22229775995160392,2.205951203027604,0.1759179042168812,0.0028113817049938952,0.0,,,,,
916,36606,UDS,rubies-uds43-v4,None,0.22190738455297182,2.105263963635767,0.1756140181953976,0.08441238442157588,,,,,,
917,25614,UDS,rubies-uds33-nod-v3,None,0.21958907161198615,2.888738186037581,0.17380879672097108,1.0,,,,,,
918,49646,EGS,rubies-egs62-nod-v3,None,0.21793288006168493,1.44516873596238,0.17251859177834825,1.2353644672066268e-07,,,,,,
919,-100,UDS,rubies-uds2-nod-v3,None,0.21774845307409682,2.066961993899056,0.17237489073955967,1.838352320203228e-18,,,,,,
920,149992,UDS,rubies-uds32-nod-v3,None,0.21763622919306974,4.313792025256163,0.17228744578689556,3.156695075780973e-33,,,,,,
921,159029,UDS,rubies-uds32-nod-v3,None,0.21618857543831083,2.0756764508830505,0.17115924153085652,0.03260365580800453,,,,,,
922,52723,UDS,rubies-uds3-nod-v3,None,0.21610111987232464,1.8917401166381715,0.1710910731934226,8.472474815220402e-12,,,,,,
923,47013,EGS,rubies-egs61-nod-v3,None,0.21608397483741082,1.4219294464563623,0.17107770912993484,1.4171564593944103e-89,,,,,,
924,22051,EGS,rubies-egs52-nod-v3,None,0.21565411435717022,2.7670505702083017,0.17074262902941012,0.9194477465311025,,,,,,
925,50894,UDS,rubies-uds2-v4,None,0.21532562273112135,3.2936489064024506,0.17048654591755727,0.7199480021941238,,,,,,
926,72296,EGS,rubies-egs61-v4,None,0.21447007332558968,1.6926384900889022,0.16981949797724638,0.01174958404407819,,,,Revisit,,
927,837010,UDS,rubies-uds41-v4,None,0.21445380094921876,2.651717341477344,0.169806809672855,0.026455276788709514,,,,,,
928,966648,UDS,rubies-uds31-nod-v3,None,0.2130836012082913,1.8732893187413042,0.1687382447342305,3.8671901139168594e-11,,,,,,
929,170107,UDS,rubies-uds31-v4,None,0.21297969061175467,3.6269413965234785,0.16865719619000438,0.17096396378902542,,,,,,
930,152727,UDS,rubies-uds22-nod-v3,None,0.21266608829512554,2.669858798069224,0.16841258070518172,0.16714736618381248,,,,,,
931,43421,UDS,rubies-uds42-nod-v3,None,0.21169133462081957,2.21123099991966,0.16765215113000667,0.18582043207812152,,,,,,
932,23221,EGS,rubies-egs52-nod-v3,None,0.2093920267572812,1.3885509338826514,0.16585778346173669,1.416965785241201e-90,1.0,0.0,,,,
933,34508,UDS,rubies-uds2-nod-v3,None,0.20801119827845194,2.1222946399019897,0.1647797763648508,2.806215618282093e-09,,,,,,
934,73568,EGS,rubies-egs62-nod-v3,None,0.2073579257724431,2.348210590662792,0.1642696611825522,2.0216864317418428e-14,,,,,,
935,43132,EGS,rubies-egs53-nod-v3,None,0.2067275629502359,2.156886922865697,0.16377736976935747,2.7366141744912193e-21,,,,,,
936,40066,UDS,rubies-uds3-nod-v3,None,0.20644165475128992,1.6228675478088745,0.16355406426237007,1.417846797725333e-31,,,,,,
937,26296,UDS,rubies-uds33-nod-v3,None,0.20585184144998347,2.0542439689519822,0.16309335533897745,6.922795262811774e-16,,,,,,
938,65750,EGS,rubies-egs62-nod-v3,None,0.20503209644135068,3.0678762581768004,0.1624529516471058,0.9698702570612318,,,,,,
939,144989,UDS,rubies-uds22-nod-v3,None,0.20435921045187275,1.7543230716432319,0.16192719714230336,6.169888258615149e-19,,,,,,
940,44502,EGS,rubies-egs61-nod-v3,None,0.20118233635411453,3.3066517127372794,0.15944399732839545,0.03926762723601896,,,,,,
941,152096,UDS,rubies-uds32-v4,None,0.2008542678749843,2.897779021639205,0.15918747214809925,0.9654861076825607,,,,,,
942,65077,EGS,rubies-egs61-nod-v3,None,0.19961562647950407,3.1377519602125643,0.1582187944166532,0.06026422417227351,,,,,,
943,59871,EGS,rubies-egs63-nod-v3,None,0.19910442138553683,1.9982379201145988,0.15781893729194704,3.810386817584509e-39,,,,,,
944,60075,EGS,rubies-egs61-v4,None,0.19857282566922776,2.910743933613871,0.15740308775465248,0.38465939575161495,,,,,,
945,945424,EGS,rubies-egs63-v4,None,0.1983088224145189,3.0290341735483537,0.15719655052278364,7.968994404850922e-11,,,,,,
946,44556,EGS,rubies-egs52-nod-v3,None,0.1978501410960346,2.0596396657502978,0.1568376854155282,0.8400788354509585,,,,,,
947,47781,EGS,rubies-egs53-nod-v3,None,0.1978318552833553,1.4549948383239153,0.15682337820543088,0.0,0.0,,,"Weird falure, degenerate Hbeat?",,
948,168181,UDS,rubies-uds21-nod-v3,None,0.19657601960197368,2.6107317425319803,0.15584066197708588,0.10829069675669142,,,,,,
949,116442,UDS,rubies-uds22-nod-v3,None,0.19595506711644717,0.9778433092389321,0.15535466465376266,1.357989914484061e-87,,,,,,
950,45346,EGS,rubies-egs62-nod-v3,None,0.19592022907667503,2.286369823031548,0.1553273964110896,9.529178081553798e-10,,,,,,
951,16367,UDS,rubies-uds42-nod-v3,None,0.19522237759778535,1.3304311409083447,0.15478113870167426,3.994222094692439e-13,,,,,,
952,33394,UDS,rubies-uds33-nod-v3,None,0.1948746094926182,1.9824391139059023,0.15450888820713973,1.3320588941373625e-190,,,,,,
953,60323,UDS,rubies-uds3-nod-v3,rubies-uds2-nod-v3,0.1941831761543389,2.331864288974737,0.15396754437405674,0.04668907171420486,,,,,,
954,15083,UDS,rubies-uds43-nod-v3,None,0.19358570149330362,1.844993824480941,0.1534997050464793,1.0707795221063193e-05,,,,,,
955,31318,UDS,rubies-uds42-nod-v3,None,0.19213282952683536,1.0107220380458772,0.15236184029787458,5.908960813225447e-13,,,,,,
956,955977,EGS,rubies-egs63-v4,None,0.19155454807194394,1.5685431877199951,0.1519088515301799,0.00021710550699020374,,,,,,
957,31345,UDS,rubies-uds33-nod-v3,None,0.19143467321258578,2.4567447245695284,0.15181494293534697,1.0186735521739194e-21,1.0,1.0,,,,
