,srcid,field,root,root-1,sigma,PBroad,PCauchy,REH,AdG,JEG,Comments,final
755,17749,EGS,rubies-egs51-nod-v3,,0.3802239333449785,0.2962208052340149,3.8815633425111976e-54,,,,,
756,66726,UDS,rubies-uds2-nod-v3,,0.3801968255113126,0.2962006844878092,6.855632294727125e-35,,,,,
757,130568,UDS,rubies-uds22-nod-v3,,0.3750624673252887,0.2923859903874996,0.6107619530834,,,,,
758,53087,EGS,rubies-egs62-v4,,0.3745535933690174,0.2920075084070136,5.0753655489090855e-61,,,,,
759,20149,UDS,rubies-uds1-nod-v3,,0.37361478618623,0.2913090684324549,4.2698362589931666e-70,,,,,
760,41265,UDS,rubies-uds42-nod-v3,,0.3725275715219154,0.290499912291271,0.0153326988572822,,,,,
761,46196,EGS,rubies-egs52-nod-v3,rubies-egs61-nod-v3,0.3707939197806924,0.289208969623905,1.2370120175004069e-42,,,,,
762,144773,UDS,rubies-uds31-v4,,0.3697619059662683,0.2884400987241702,4.921278360331534e-07,,,,,
763,7633,UDS,rubies-uds42-nod-v3,,0.3675235883282635,0.2867714998801831,3.250058013836582e-64,,,,,
764,36965,EGS,rubies-egs63-v4,,0.3665555733795447,0.2860494479103626,3.4616896288333805e-30,,,,,
765,35807,EGS,rubies-egs53-v4,,0.3650541480489167,0.2849290130867988,7.841103441746327e-32,,,,,
766,17209,UDS,rubies-uds43-nod-v3,,0.3595343903699428,0.2808046445077077,9.709634526114194e-15,,,,,
767,142214,UDS,rubies-uds32-nod-v3,,0.3595060456471577,0.28078344406378,5.6943910995139506e-30,,,,,
768,19714,UDS,rubies-uds42-nod-v3,,0.3575848481255442,0.2793459810046245,4.0816768902612857e-134,,,,,
769,64593,UDS,rubies-uds3-nod-v3,,0.3509701064654646,0.2743892248249521,3.7002923538812845e-68,,,,,
770,29677,UDS,rubies-uds33-nod-v3,,0.3509619276289917,0.2743830888439078,0.7012225365393127,,,,,
771,918305,EGS,rubies-egs63-nod-v3,,0.3496072831678716,0.2733665557020275,0.9999999999940858,,,,,
772,63264,EGS,rubies-egs61-nod-v3,,0.3484601454826619,0.2725053602524347,2.404452502495089e-15,,,,,
773,22577,UDS,rubies-uds33-v4,,0.3480953906460455,0.2722314541411776,4.798946392883675e-06,,,,,
774,1538,EGS,rubies-egs52-v4,,0.3468497496670755,0.2712958003601711,0.1525901351207159,,,,,
775,25863,UDS,rubies-uds1-v4,,0.3458680298093494,0.2705581039569918,1.8175676874190124e-37,,,,,
776,21077,EGS,rubies-egs63-nod-v3,,0.3456684464130932,0.270408099803452,3.54767622441728e-10,,,,,
777,117945,UDS,rubies-uds22-nod-v3,,0.3455062298767576,0.2702861724469339,1.9595350285466984e-06,,,,,
778,48397,EGS,rubies-egs63-nod-v3,,0.3443087774218417,0.2693859160335038,0.0031749768908206,,,,,
779,174080,UDS,rubies-uds31-nod-v3,,0.3410137223996502,0.2669067487066572,7.319954619246354e-08,,,,,
780,158766,UDS,rubies-uds32-nod-v3,,0.3406491466454662,0.2666322737650589,0.9999894665890176,,,,,
781,19996,EGS,rubies-egs51-nod-v3,,0.340234784548963,0.266320275228945,0.0254306428179108,,,,,
782,135890,UDS,rubies-uds32-nod-v3,,0.3377160100725235,0.264422791381408,0.2178972857401658,,,,,
783,16034,EGS,rubies-egs52-nod-v3,,0.3373084358402192,0.264115598916661,2.4356290460283033e-56,,,,,
784,149000,UDS,rubies-uds21-nod-v3,,0.336284252317676,0.263343476019407,0.9886831367751386,,,,,
785,72456,EGS,rubies-egs61-nod-v3,,0.3344873748249805,0.2619881837362119,7.181310273697949e-19,1.0,0.0,,,
786,120634,UDS,rubies-uds22-nod-v3,,0.3342702422671894,0.2618243565574366,1.3374809107502824e-05,,,,,
787,63081,EGS,rubies-egs61-nod-v3,,0.334211632325057,0.2617801331385295,1.1494500879386831e-11,,,,,
788,33618,UDS,rubies-uds41-v4,,0.3328447545192723,0.2607485267215599,3.015523352572721e-05,,,,,
789,912731,UDS,rubies-uds22-v4,,0.3307863823955552,0.2591941523306525,8.317996475339406e-15,,0.0,,v4 prism Ha looks narrow,
790,46719,UDS,rubies-uds41-v4,,0.3247951508680108,0.2546638851984388,6.714454316614465e-06,,,,,
791,68912,EGS,rubies-egs61-nod-v3,,0.3245832257393095,0.2545034756605244,0.20471300657876,,,,,
792,28910,UDS,rubies-uds33-nod-v3,,0.3234560427331681,0.2536501074475156,1.3450230057112024e-78,,,,,
793,147117,UDS,rubies-uds22-nod-v3,,0.3234133587646701,0.2536177861283306,3.4194978321366345e-55,,,,,
794,3884,EGS,rubies-egs51-nod-v3,,0.3232223127352923,0.2534731160504382,1.3475111876897158e-11,,,,,
795,142548,UDS,rubies-uds23-nod-v3,,0.3228860117048548,0.2532184295624066,6.010453191493653e-12,,,,,
796,46134,UDS,rubies-uds1-v4,rubies-uds2-v4,0.3218625431229063,0.2524431693516401,1.0172923448746696e-83,,,,,
797,148526,UDS,rubies-uds32-nod-v3,,0.3218401002005854,0.2524261663514361,0.051733911563473,,,,,
798,12878,UDS,rubies-uds1-v4,,0.3212665343167556,0.2519915849912235,0.0096923628281682,,,,,
799,921,EGS,rubies-egs52-nod-v3,,0.3212644264492125,0.251989987747156,0.0054979926580966,,,,,
800,50734,EGS,rubies-egs53-nod-v3,,0.3211299420491587,0.2518880794828889,4.015530089291497e-31,,,,,
801,49616,UDS,rubies-uds3-nod-v3,,0.3189281057767507,0.2502189689667526,1.5835546750103842e-42,,,,,
802,40133,EGS,rubies-egs53-nod-v3,,0.3187733074373909,0.2501015792874071,0.658404261226401,,,,,
803,41466,EGS,rubies-egs53-nod-v3,,0.3183867813086203,0.2498084360106362,3.282454281315962e-28,,,,,
804,29246,UDS,rubies-uds41-nod-v3,,0.3164033063211498,0.248303592303666,8.635464405469413e-74,,,,,
805,49614,EGS,rubies-egs62-nod-v3,,0.3163820719058274,0.248287476833183,0.2707016554536078,,,,,
806,26712,UDS,rubies-uds1-nod-v3,,0.3144906731363239,0.246851600848007,3.6391328719495246e-08,,,,,
807,64263,EGS,rubies-egs62-nod-v3,,0.313571837273616,0.2461537479705993,6.367018444338884e-05,,,,,
808,65077,EGS,rubies-egs61-nod-v3,,0.3129464816885978,0.2456786773793528,0.0819062973478769,,,,,
809,125917,UDS,rubies-uds32-nod-v3,,0.3124611114891869,0.2453098868897913,4.760606524021535e-09,,,,,
810,834749,UDS,rubies-uds33-nod-v3,rubies-uds41-nod-v3,0.3113191661294268,0.2444420017209566,0.9999999999999996,0.0,,,,
811,42776,EGS,rubies-egs53-nod-v3,,0.3107065968909493,0.2439763182737577,1.659958204380349e-10,,,,,
812,-27,EGS,rubies-egs61-nod-v3,,0.3093504386820244,0.2429450332782491,0.9973840364962502,,,,,
813,920424,EGS,rubies-egs53-v4,,0.3089138756972434,0.2426129585745426,7.981952464325096e-46,,,,,
814,1519,EGS,rubies-egs52-v4,,0.308272715924002,0.2421251747121363,0.0035831459937534,0.0,,,prism only,
815,153608,UDS,rubies-uds31-v4,,0.3067776093326224,0.2409873478258916,0.1861030030631931,,,,,
816,180239,UDS,rubies-uds23-v4,,0.3049499785147085,0.2395957498857971,0.4876561099730105,,,,,
817,145828,UDS,rubies-uds21-nod-v3,,0.3035366660887119,0.2385190908513539,0.0301235314391501,,,,,
818,63221,EGS,rubies-egs53-nod-v3,,0.3018805372856543,0.2372568669991178,0.0066149234536799,,,,,
819,46728,UDS,rubies-uds41-nod-v3,,0.2989621054521468,0.2350310405865558,0.1951057193425633,,,,,
820,48875,EGS,rubies-egs63-v4,,0.2980508245939394,0.2343356270346183,6.084078500976897e-06,,,,,
821,41445,UDS,rubies-uds41-nod-v3,,0.296601992052925,0.2332296101613729,2.450571652621148e-47,1.0,1.0,,refit with broad OIII,
822,177252,UDS,rubies-uds23-nod-v3,,0.2960584167124744,0.2328145302086041,1.001235586957698e-10,,,,,
823,34851,UDS,rubies-uds3-nod-v3,,0.2947440318233915,0.2318105759799493,0.0001403976745184,,,,,
824,46538,EGS,rubies-egs53-nod-v3,,0.294084645396193,0.2313067764271402,3.995147839023336e-12,,,,,
825,50230,EGS,rubies-egs63-nod-v3,,0.2913346099289227,0.2292045800228329,0.096986578234003,,,,,
826,29261,EGS,rubies-egs52-nod-v3,,0.2898465140560397,0.2280663385649999,9.65061362638274e-81,,,,,
827,169557,UDS,rubies-uds31-nod-v3,,0.2894901769180181,0.2277937040659176,0.0012946247096452,,,,,
828,28454,UDS,rubies-uds43-nod-v3,rubies-uds41-nod-v3,0.2891419380841021,0.2275272384269354,0.1358861181622569,,,,,
829,44502,EGS,rubies-egs61-nod-v3,,0.2884240406439925,0.2269778325129914,0.0166018604901434,,,,,
830,15213,UDS,rubies-uds33-nod-v3,,0.2874545725007952,0.2262357193780979,2.501678772591519e-09,1.0,0.0,,,
831,73438,EGS,rubies-egs61-nod-v3,,0.2866858860624141,0.2256471545372943,0.8626380916033679,,,,,
832,18009,UDS,rubies-uds1-nod-v3,,0.2864757967574609,0.2254862715910925,7.131499147325202e-44,,,,,
833,180983,UDS,rubies-uds21-nod-v3,,0.2863672794627458,0.2254031670325277,4.72837136141537e-20,,,,,
834,16729,UDS,rubies-uds1-nod-v3,,0.2823215205195651,0.2223030145149123,7.039240918852114e-63,,,,,
835,902139,EGS,rubies-egs52-v4,,0.2822811497864113,0.2222720616140866,6.29012766711076e-10,,,,,
836,47714,UDS,rubies-uds3-v4,,0.2817369473231597,0.2218547782851485,0.9219858203126372,,,,,
837,41497,UDS,rubies-uds33-nod-v3,,0.2808464625910853,0.2211718348331843,4.187338635434366e-12,0.0,0.0,,,
838,52723,UDS,rubies-uds3-nod-v3,,0.280779911944839,0.2211207879810864,7.389362395052462e-12,,,,,
839,22051,EGS,rubies-egs52-nod-v3,,0.2807492799890204,0.2210972917967336,0.8651381138032921,,,,,
840,46261,UDS,rubies-uds3-v4,,0.2797637885728589,0.2203412647406701,0.2644670818125273,,,,,
841,959801,EGS,rubies-egs53-nod-v3,,0.2792470682745749,0.2199447755757752,2.314658449032482e-141,,,,,
842,-10,EGS,rubies-egs51-nod-v3,,0.277448804937407,0.2185644890256464,0.0009099172144493,,,,,
843,163999,UDS,rubies-uds31-nod-v3,rubies-uds23-nod-v3,0.2761387309140741,0.217558486252462,1.053419276994018e-37,,,,,
844,180765,UDS,rubies-uds23-nod-v3,,0.2754795518916046,0.2170521664730663,1.3514749475641214e-14,,,,,
845,58008,EGS,rubies-egs53-nod-v3,,0.2732144683360223,0.2153116411859273,9.902507460963378e-173,,,,,
846,43980,UDS,rubies-uds41-nod-v3,,0.2721376122169807,0.2144837898724317,1.5197167540137888e-137,,,,,
847,35255,EGS,rubies-egs63-nod-v3,,0.2719736913916518,0.2143577516710778,0.9783960222374088,,,,,
848,127651,UDS,rubies-uds32-nod-v3,,0.2709399751689451,0.2135628012325623,0.0006192187251162,,,,,
849,119559,UDS,rubies-uds22-nod-v3,,0.2666027994457647,0.2102250000149766,0.1192248842348423,,,,,
850,48492,EGS,rubies-egs62-nod-v3,,0.2643038675229062,0.2084542196382241,1.0776586580616244e-27,,,,,
851,59576,UDS,rubies-uds3-nod-v3,,0.2624428649436212,0.2070199710048261,2.6755993038704483e-06,,,,,
852,15518,UDS,rubies-uds42-v4,,0.2620535281318127,0.2067198257944009,0.0006271660418139,,,,,
853,14751,EGS,rubies-egs52-nod-v3,,0.2607748870531459,0.2057338882348322,4.318694067679482e-09,,,,,
854,24653,UDS,rubies-uds33-nod-v3,,0.2600321897403977,0.2051610563946712,0.9594987623179736,,,,,
855,116442,UDS,rubies-uds22-nod-v3,,0.2590838910833626,0.204429486390074,5.7314720782576975e-90,,,,,
856,40066,UDS,rubies-uds3-nod-v3,,0.2583649354103306,0.2038747244021282,8.558304195096937e-33,,,,,
857,139518,UDS,rubies-uds21-nod-v3,,0.2581835352428444,0.2037347357564899,3.1912219286706936e-69,,,,,
858,52454,EGS,rubies-egs61-nod-v3,,0.2575427043136074,0.2032401465172797,1.7860675148178734e-51,,,,,
859,41606,EGS,rubies-egs63-v4,,0.2571406545992995,0.2029298054159358,6.543826218299842e-05,,,,,
860,58640,EGS,rubies-egs62-nod-v3,,0.2571311052270273,0.2029224338906859,0.0403978381544603,,,,,
861,49078,EGS,rubies-egs63-v4,,0.2546457976450875,0.2010033165069602,0.9968360038280968,0.0,0.0,,,
862,141818,UDS,rubies-uds23-nod-v3,,0.2536252065076921,0.200214878749861,0.2250059896939965,,,,,
863,34508,UDS,rubies-uds2-nod-v3,,0.2512179187418613,0.1983543684515498,2.0473125630340357e-08,,,,,
864,23565,UDS,rubies-uds41-nod-v3,,0.2507167465309834,0.1979668877237555,0.0204114422432435,,,,,
865,169769,UDS,rubies-uds32-v4,,0.2499019984692887,0.1973368623028941,0.735752279410699,,,,,
866,927584,EGS,rubies-egs52-v4,,0.249842332663367,0.1972907190990021,2.186321592428875e-05,0.0,1.0,,"bad fit, check v4",
867,906808,UDS,rubies-uds22-v4,,0.2489319148925063,0.1965865523206047,0.0002718667788304,,,,,
868,48971,EGS,rubies-egs61-v4,,0.2488427466951849,0.1965175761811995,4.159146796413611e-17,,,,,
869,27233,EGS,rubies-egs51-nod-v3,,0.2488113342523399,0.196493276693139,0.0899189166828285,,,,,
870,61712,UDS,rubies-uds2-v4,,0.2482278226940597,0.1960418595218795,3.55766653405272e-07,,,,,
871,45136,EGS,rubies-egs63-v4,,0.2459174743201288,0.1942538834105724,0.0414026133056413,,,,,
872,139802,UDS,rubies-uds22-nod-v3,,0.2438171581994068,0.1926275690268448,0.0058943350788055,,,,,
873,46113,UDS,rubies-uds2-nod-v3,,0.2435168499046381,0.1923949664227523,0.0257148747967089,,,,,
874,12610,UDS,rubies-uds41-nod-v3,,0.240736467791587,0.1902406271950399,1.2075541317786495e-09,1.5,1.0,,,
875,14295,EGS,rubies-egs63-nod-v3,,0.2404418497287838,0.1900122618156549,8.700873735095158e-33,,,,,
876,62270,UDS,rubies-uds3-nod-v3,,0.2384924103062393,0.1885007987482516,0.0,1.0,0.0,,,
877,28166,UDS,rubies-uds41-nod-v3,,0.2379883607562492,0.1881098783424914,3.1717077790885493e-13,,,,,
878,44378,EGS,rubies-egs53-nod-v3,,0.2372065531438289,0.1875034472918473,0.4499489275390396,,,,,
879,38094,UDS,rubies-uds2-v4,,0.235108811075714,0.1858757198908783,0.6173818107886597,0.0,,,,
880,32231,UDS,rubies-uds1-nod-v3,,0.2330284087293228,0.1842606540396457,1.9667641063366922e-22,,,,,
881,40216,UDS,rubies-uds42-v4,,0.2321607487146396,0.1835868371152862,0.0073194961487877,,,,,
882,31726,UDS,rubies-uds43-v4,,0.2310060254575389,0.1826898790130559,0.9999415125798372,1.0,0.0,0.0,Revisit,
883,63761,EGS,rubies-egs62-nod-v3,,0.2297269837253799,0.1816960743717923,6.036397651100682e-12,,,,,
884,19333,UDS,rubies-uds42-nod-v3,,0.2293886270087486,0.1814331251439664,0.1280021397662682,,,,,
885,39354,UDS,rubies-uds41-nod-v3,,0.2288433701995749,0.1810093434464136,2.80662530228785e-17,,,,,
886,26915,UDS,rubies-uds33-v4,,0.2286357723544428,0.18084798140881,0.582761154239209,,,,,
887,41932,EGS,rubies-egs62-nod-v3,,0.2277558909613694,0.1801639806234738,3.224214789698438e-83,0.0,0.0,,,
888,29129,UDS,rubies-uds1-nod-v3,,0.2275886494082065,0.1800339551334398,0.0141711299906681,,,,,
889,58692,UDS,rubies-uds2-v4,,0.226989887690486,0.1795683945914551,0.3786530173809204,1.0,0.0,,,
890,45346,EGS,rubies-egs62-nod-v3,,0.2266582257781112,0.1793104873011372,1.0100208927871878e-10,,,,,
891,65166,EGS,rubies-egs61-nod-v3,,0.2263025709513271,0.1790339010725659,3.403970397276481e-115,,,,,
892,24671,EGS,rubies-egs51-v4,,0.2261559648518068,0.1789198817191472,1.6460549784113177e-184,,,,,
893,22386,EGS,rubies-egs53-nod-v3,,0.2259992253955319,0.1787979772108307,5.632015406670484e-08,,,,,
894,20561,EGS,rubies-egs63-nod-v3,,0.2259007256902424,0.1787213666063059,6.791585595896917e-79,,,,,
895,13589,EGS,rubies-egs51-nod-v3,,0.2246335235788432,0.1777356167446901,2.6943966715811967e-15,,,,,
896,60075,EGS,rubies-egs61-v4,,0.2242631057049761,0.1774474175537884,0.5774571182314285,,,,,
897,61733,EGS,rubies-egs61-nod-v3,,0.2239508072173474,0.1772044188519451,5.432302109541757e-11,,,,,
898,65701,EGS,rubies-egs53-v4,,0.2234435047873252,0.1768096518339448,3.007936872193959e-05,,,,,
899,835136,UDS,rubies-uds43-nod-v3,,0.2218626911326317,0.1755792251174625,1.8544145575077662e-260,2.0,1.0,1.0,Narrow line shape?,
900,68372,EGS,rubies-egs62-nod-v3,,0.2206418612946822,0.1746286963710176,6.017349667495193e-05,,,,,
901,39866,UDS,rubies-uds1-nod-v3,,0.2204842519391281,0.1745059642437072,0.0047788603949051,,,,,
902,151490,UDS,rubies-uds21-v4,,0.2202317484774519,0.1743093281502932,0.9931461612741356,,,,,
903,27227,UDS,rubies-uds33-nod-v3,,0.2179550589540516,0.1725358726447776,1.4350175370878412e-86,,,,,
904,61908,UDS,rubies-uds2-v4,,0.2169615416092427,0.1717616836120365,0.987886995266526,,,,,
905,145272,UDS,rubies-uds32-nod-v3,,0.216814773012397,0.1716473013991081,5.789888798615666e-05,,,,,
906,36377,EGS,rubies-egs52-nod-v3,,0.2144332290142024,0.1697907687456614,1.0995492617764199e-07,,,,,
907,13434,UDS,rubies-uds41-nod-v3,,0.2134519019117396,0.1690254987246607,5.571892222409646e-200,,,,,
908,43504,UDS,rubies-uds1-nod-v3,,0.2121867493676739,0.1680386561448699,5.1026714042976635e-43,,,,,
909,64325,EGS,rubies-egs53-nod-v3,,0.2102735282489465,0.1665458051858445,0.999682565784048,,,,,
910,27762,EGS,rubies-egs51-nod-v3,,0.2096500090247538,0.1660591546611359,1.7271121664481985e-07,,,,,
911,25078,EGS,rubies-egs51-v4,,0.206117528756393,0.1633008932188827,0.0043391009059788,,,,,
912,166005,UDS,rubies-uds21-v4,,0.2054304315622107,0.1627641536935819,0.4635056479262779,2.0,,2.0,,
913,151585,UDS,rubies-uds21-v4,,0.2050578221372361,0.1624730507918065,0.9999893799359142,,,,,
914,137228,UDS,rubies-uds32-nod-v3,,0.2045608241596059,0.1620847341224027,3.057744042376251e-16,,,,,
915,38676,UDS,rubies-uds42-nod-v3,,0.2033635929424206,0.1611491461775781,2.8464106273170444e-191,,,,,
916,40722,EGS,rubies-egs53-nod-v3,,0.2030345314980659,0.1608919579530804,0.2155130186919144,,,,,
917,163101,UDS,rubies-uds21-nod-v3,,0.2029752303407049,0.1608456074577245,3.399096726411308e-31,,,,,
918,26421,UDS,rubies-uds42-nod-v3,,0.2020769051919416,0.1601433976050115,1.2483622512426896e-62,,,,,
919,18701,UDS,rubies-uds41-nod-v3,,0.2020589610539246,0.1601293695898753,2.3818173284129133e-46,,,,,
920,27263,EGS,rubies-egs52-nod-v3,,0.2017026006494815,0.1598507706354938,5.2656575654766414e-08,,,,,
921,43421,UDS,rubies-uds42-nod-v3,,0.201339868954281,0.1595671701043977,0.1704724200368977,,,,,
922,64429,UDS,rubies-uds3-nod-v3,,0.2011121145637683,0.1593890905279424,3.0810841419608447e-10,,,,,
923,28052,UDS,rubies-uds42-nod-v3,,0.2006915003619522,0.1590601937684877,0.0038731289728924,,,,,
924,147703,UDS,rubies-uds22-nod-v3,,0.1999715232490219,0.1584971475639514,0.0010643597595447,,,,,
925,44238,UDS,rubies-uds1-nod-v3,,0.1998598144257968,0.1584097802524111,3.154130919002019e-05,,,,,
926,18741,EGS,rubies-egs52-nod-v3,,0.1992500647207822,0.1579328615224934,1.9670339947291765e-119,,,,,
927,31552,UDS,rubies-uds42-nod-v3,,0.1991634723836616,0.1578651281974609,1.1058551812151091e-265,,,,,
928,41374,UDS,rubies-uds2-nod-v3,,0.1991577429808679,0.1578606465645263,1.4330139057541125e-57,,,,,
929,15083,UDS,rubies-uds43-nod-v3,,0.1991256108331348,0.1578355121762438,1.792056141490255e-06,,,,,
930,14715,EGS,rubies-egs63-nod-v3,,0.1988407490271156,0.1576126807247752,2.1523172783508626e-56,,,,,
931,56309,EGS,rubies-egs62-nod-v3,,0.196676298432291,0.1559191410759478,0.9742117240611072,,,,,
932,57121,UDS,rubies-uds3-nod-v3,,0.1964209411311381,0.1557192931493751,0.3217363854223448,,,,,
933,59381,UDS,rubies-uds2-nod-v3,,0.196345285938215,0.155660081898913,1.455960215094919e-26,,,,,
934,18181,UDS,rubies-uds42-nod-v3,,0.195566746893112,0.1550507102227859,4.437063293380296e-59,,,,,
935,947982,EGS,rubies-egs53-v4,,0.1955197038313589,0.1550138860882301,0.9999998721633298,,,,,
936,140082,UDS,rubies-uds23-v4,,0.1949174696026857,0.154542442270588,1.3564926840867382e-05,,,,,
937,73021,EGS,rubies-egs62-nod-v3,,0.1948255157069627,0.1544704536171338,2.1421025749492477e-10,,,,,
938,168293,UDS,rubies-uds21-v4,,0.1941719679307398,0.1539587685213306,0.959105285052546,0.0,,,,
939,28221,UDS,rubies-uds1-nod-v3,,0.1915911037084322,0.1519374883690366,3.8000171171799584e-29,,,,,
940,6865,UDS,rubies-uds41-nod-v3,,0.1910538843979819,0.1515166230404606,1.307771820902053e-41,,,,,
941,28749,UDS,rubies-uds42-nod-v3,,0.1903945649761438,0.1510000436997831,1.441856836639868e-09,,,,,
942,28804,UDS,rubies-uds43-nod-v3,,0.1900985911542116,0.1507681259517186,5.4759593130782025e-12,,,,,
943,41065,EGS,rubies-egs62-nod-v3,,0.189924241315249,0.1506315036322796,0.0001796694631907,,,,,
944,10008,UDS,rubies-uds43-nod-v3,,0.1896389179553724,0.1504079115672602,6.014746614607637e-57,,,,,
945,153199,UDS,rubies-uds31-nod-v3,,0.1893584203609052,0.150188089393054,0.1866543249970933,,,,,
946,153886,UDS,rubies-uds22-nod-v3,,0.1892012235774063,0.1500648912917555,1.8396397796392013e-30,,,,,
947,46839,EGS,rubies-egs62-v4,,0.1892003068538039,0.1500641728273285,0.0072211479965387,,,,,
948,837010,UDS,rubies-uds41-v4,,0.187900758077906,0.1490455515372179,0.0071786768825989,,,,,
949,62347,EGS,rubies-egs61-nod-v3,,0.1873830932822673,0.1486397225688898,1.8304427109694328e-06,,,,,
950,32200,UDS,rubies-uds33-nod-v3,,0.187286152047669,0.1485637200500333,2.0696831911718423e-30,,,,,
951,854426,UDS,rubies-uds33-v4,,0.1863482384868892,0.1478283189447533,7.350745363964017e-14,,,,,
952,61132,EGS,rubies-egs63-nod-v3,,0.1861605167323457,0.1476811142445036,1.376667721714781e-16,,,,,
953,56133,EGS,rubies-egs63-nod-v3,,0.1860086487269398,0.1475620210101209,8.257083721410627e-17,,,,,
954,-114,UDS,rubies-uds3-nod-v3,,0.1858028392660895,0.147400622105955,0.0056657953730186,,,,,
955,38265,UDS,rubies-uds1-nod-v3,,0.1850525675696012,0.1468121954377115,0.9943581287544988,,,,,
956,24929,UDS,rubies-uds41-nod-v3,,0.1844585844930473,0.1463462855925798,1.909532557042974e-47,,,,,
957,25438,UDS,rubies-uds41-nod-v3,,0.1839265105312528,0.1459288928136856,4.807360366576186e-117,,,,,
958,24225,EGS,rubies-egs52-nod-v3,,0.183904768951108,0.1459118364609487,4.5025770931360894e-39,,,,,
959,156444,UDS,rubies-uds32-v4,,0.1838488200279291,0.1458679440032947,0.4370971575704828,,,,,
960,12997,EGS,rubies-egs63-nod-v3,,0.1831533134714877,0.1453222749047544,0.0,,,,,
961,20759,EGS,rubies-egs63-v4,,0.1830919637092513,0.1452741387769759,0.2880257815926224,,,,,
962,35546,EGS,rubies-egs53-nod-v3,,0.1816024034100937,0.1441052374329251,0.99023840286943,,,,,
963,59557,EGS,rubies-egs62-nod-v3,,0.1812995663328052,0.1438675535956146,1.0873883648994272e-43,1.5,1.0,1.0,smidge in OIII,
964,43626,EGS,rubies-egs62-nod-v3,,0.1797125762750943,0.1426217802457313,3.9069448078695916e-115,,,,,
965,115453,UDS,rubies-uds22-nod-v3,,0.1793675562449397,0.1423508954022886,4.857784637714898e-45,,,,,
966,24809,EGS,rubies-egs52-nod-v3,,0.179279569136878,0.1422818115870232,3.4404383007840104e-25,,,,,
967,21339,UDS,rubies-uds43-nod-v3,,0.178847009178266,0.141942167672545,0.2738934799539736,,,,,
968,152687,UDS,rubies-uds21-nod-v3,,0.1788194731946202,0.1419205456657574,1.6211473033435206e-06,,,,,
969,40505,UDS,rubies-uds41-nod-v3,,0.1784177364401277,0.1416050788891811,0.0010171043441301,,,,,
970,22052,EGS,rubies-egs52-nod-v3,,0.177281318160568,0.1407125756853136,1.7541327870292777e-07,,,,,
971,37918,UDS,rubies-uds1-v4,,0.1766506877810249,0.1402172229676441,0.740320349549978,,,,,
972,169279,UDS,rubies-uds31-nod-v3,,0.1763202389678793,0.1399576372792559,5.7376945121046125e-06,,,,,
973,4639,UDS,rubies-uds42-nod-v3,,0.1759189234171148,0.1396423615411762,2.8743956819452295e-09,,,,,
974,46460,EGS,rubies-egs63-nod-v3,,0.1759027040904586,0.1396296190792564,0.7957382159379145,,,,,
975,144401,UDS,rubies-uds22-nod-v3,,0.1754967510663511,0.1393106765612201,0.0008326833379473,,,,,
976,29878,EGS,rubies-egs51-nod-v3,,0.1747339368566106,0.1387112997700936,0.9408468168005332,,,,,
977,42712,UDS,rubies-uds2-nod-v3,,0.1733860150128557,0.1376519829746397,0.9269561711995004,,,,,
978,158240,UDS,rubies-uds32-nod-v3,,0.1732996825438956,0.1375841267898239,3.802914525972319e-40,,,,,
979,63366,EGS,rubies-egs61-nod-v3,,0.1732024437673555,0.1375076971750464,2.6138191323376417e-62,1.0,1.0,,"maybe, but not convinced",
980,57648,UDS,rubies-uds2-nod-v3,,0.1723776282593467,0.1368593410271954,6.072730978586304e-47,,,,,
981,153532,UDS,rubies-uds23-nod-v3,,0.1714230194428347,0.1361088442249858,0.0004933056778396,,,,,
982,163807,UDS,rubies-uds31-nod-v3,,0.1713416693518742,0.1360448825135891,4.927337433313854e-98,,,,,
983,52527,EGS,rubies-egs62-nod-v3,,0.1709176805609526,0.135711505848999,0.9997929792777412,,,,,
984,57409,UDS,rubies-uds3-nod-v3,,0.1706192292738445,0.1354768231374096,0.9951677733471136,,,,,
985,70345,EGS,rubies-egs62-nod-v3,,0.1705156146665525,0.1353953445429475,6.002967368439388e-34,,,,,
986,170193,UDS,rubies-uds23-nod-v3,,0.1704701889076365,0.1353596229963223,0.0318188714846707,,,,,
987,43451,EGS,rubies-egs62-v4,,0.1702758049554619,0.1352067617680802,0.999999989791163,,,,,
988,40790,UDS,rubies-uds42-v4,,0.1670296735140925,0.1326532991968448,9.296599408554213e-08,,,,,
989,149078,UDS,rubies-uds23-nod-v3,,0.1661025096241547,0.1319237208011999,0.0040028910211284,0.0,,,,
990,46992,UDS,rubies-uds2-nod-v3,,0.1660991946457952,0.1319211120673298,7.694713130907456e-42,,,,,
991,41655,EGS,rubies-egs62-nod-v3,rubies-egs63-nod-v3,0.1655514363962777,0.1314900320807226,1.6130819275961978e-13,,,,,
992,945967,UDS,rubies-uds32-nod-v3,,0.1644721343130028,0.1306405183982141,7.018701475267931e-11,,,,,
993,972314,EGS,rubies-egs62-nod-v3,,0.1638914946667888,0.1301834371625129,4.815835606259179e-30,,,,,
994,171974,UDS,rubies-uds21-nod-v3,,0.1638861507691894,0.1301792302283778,0.2833835746127405,,,,,
995,73972,EGS,rubies-egs61-nod-v3,,0.1623349277912434,0.1289578889496903,0.7460367838969644,,,,,
996,32678,UDS,rubies-uds43-v4,,0.161575183758919,0.1283595990127295,6.828559060607331e-63,,,,,
