,srcid,field,root,root-1,sigma,PBroad,PCauchy,REH,AdG,JEG,Comments,final
997,53071,EGS,rubies-egs62-nod-v3,,0.1605712926750283,0.1275689334109673,0.9780920161961602,,,,,
998,152727,UDS,rubies-uds22-nod-v3,,0.1602408997320603,0.127308687689457,0.2335919757874186,,,,,
999,29283,UDS,rubies-uds33-v4,,0.1598129231910203,0.1269715563057028,0.2131438981201029,,,,,
1000,63815,EGS,rubies-egs61-nod-v3,,0.1577258969186155,0.1253272068731332,2.372740714084865e-26,,,,,
1001,58355,EGS,rubies-egs61-nod-v3,,0.1568020948940316,0.1245991782098611,3.8273560049787454e-05,,,,,
1002,31645,UDS,rubies-uds43-nod-v3,,0.1563818474243087,0.124267955208436,0.0325057507883593,,,,,
1003,45372,EGS,rubies-egs63-v4,,0.1559647184486713,0.1239391685580959,5.937594356449408e-134,,,,,
1004,18057,UDS,rubies-uds33-nod-v3,,0.1550442690588583,0.12321358241091,6.093247706523245e-17,,,,,
1005,63050,EGS,rubies-egs62-nod-v3,,0.1548475822540299,0.1230585216313477,0.9971983526852746,,,,,
1006,41667,UDS,rubies-uds3-nod-v3,,0.1541403057532566,0.1225008913763556,0.0,,,,,
1007,56748,EGS,rubies-egs62-v4,,0.153299351231861,0.1218377877299149,0.9998590080892016,,,,,
1008,36235,UDS,rubies-uds2-nod-v3,,0.1522845059897143,0.1210374551807267,0.0305158093568221,,,,,
1009,31345,UDS,rubies-uds33-nod-v3,,0.1520412049012159,0.1208455633941939,7.462323668189436e-21,1.0,1.0,,,
1010,41622,EGS,rubies-egs63-nod-v3,,0.151709782331302,0.1205841586977514,0.3967957288989494,,,,,
1011,175698,UDS,rubies-uds21-v4,,0.1515574083157731,0.120463971513077,0.9940802640228098,,,,,
1012,21245,UDS,rubies-uds43-nod-v3,,0.1514759196764442,0.1203996950437343,0.0001385635627621,,,,,
1013,-13,EGS,rubies-egs51-nod-v3,,0.1507408304562095,0.1198198368182924,0.0158416252693596,,,,,
1014,45018,EGS,rubies-egs63-nod-v3,,0.1505154956363077,0.1196420737461828,0.9866728131717936,,,,,
1015,966103,EGS,rubies-egs61-v4,,0.1499809737826042,0.1192203738200499,3.423853473251787e-44,1.0,0.0,,,
1016,22600,UDS,rubies-uds1-nod-v3,,0.1499244061454265,0.119175743976061,6.511025993866616e-23,,,,,
1017,939086,UDS,rubies-uds23-nod-v3,,0.149872548805809,0.1191348300559585,1.2008997392856592e-123,,,,,
1018,32713,UDS,rubies-uds41-nod-v3,,0.1480670502944836,0.1177101471723062,1.5190933324084296e-66,,,,,
1019,40800,UDS,rubies-uds43-nod-v3,,0.1472314601323713,0.1170506704181972,0.9931073338366208,,,,,
1020,149475,UDS,rubies-uds21-nod-v3,,0.1469150746943852,0.1168009468494589,5.462332171520729e-32,,,,,
1021,35978,UDS,rubies-uds3-v4,,0.1464793520565677,0.116457011228139,0.0735796138005806,,,,,
1022,130224,UDS,rubies-uds22-nod-v3,,0.1458907373354267,0.1159923561116185,1.1600584949070283e-41,,,,,
1023,179413,UDS,rubies-uds21-nod-v3,,0.1457494281002161,0.1158808000181625,2.508612350758113e-17,,,,,
1024,22110,UDS,rubies-uds42-nod-v3,,0.1450429378281328,0.1153230292686192,2.6640727163004698e-15,,,,,
1025,30385,EGS,rubies-egs53-v4,,0.1425611793503379,0.1133632413697154,0.8408456206318541,,,,,
1026,37869,UDS,rubies-uds33-nod-v3,,0.1423087556388836,0.1131638690848968,0.9884358872738938,,,,,
1027,160366,UDS,rubies-uds21-nod-v3,,0.1414685488408062,0.1125001954775378,0.9924283936556292,,,,,
1028,24456,EGS,rubies-egs53-nod-v3,,0.1412540414204919,0.112330744872456,9.964022854006557e-51,0.0,0.0,,Looks unlikely to me,
1029,18467,UDS,rubies-uds42-nod-v3,,0.1402219776007283,0.1115153921603765,3.301119555514197e-09,,,,,
1030,26883,EGS,rubies-egs51-nod-v3,,0.1398644688537047,0.11123292496565,0.0,,,,,
1031,76090,EGS,rubies-egs61-nod-v3,,0.1392607649336943,0.1107559072406448,0.3100953482372121,,,,,
1032,152112,UDS,rubies-uds22-nod-v3,,0.1383497804804707,0.1100360153901546,0.0027175868402609,,,,,
1033,20445,UDS,rubies-uds33-nod-v3,,0.1360400441625918,0.1082103754509619,7.817356560648102e-17,,,,,
1034,154285,UDS,rubies-uds32-v4,,0.135971003331953,0.1081557959717288,0.0417431006553101,,,,,
1035,161009,UDS,rubies-uds32-nod-v3,,0.1355759398271975,0.1078434729598666,5.173345748990336e-118,,,,,
1036,13740,EGS,rubies-egs52-nod-v3,,0.1354807228983561,0.1077681953735037,2.2936082012783204e-131,,,,,
1037,26683,UDS,rubies-uds1-nod-v3,,0.1353507318109117,0.1076654241047586,1.1716839302319086e-42,,,,,
1038,179390,UDS,rubies-uds31-v4,,0.1351983498519395,0.1075449482566142,0.3380969067697101,,,,,
1039,164301,UDS,rubies-uds31-nod-v3,,0.1348585641108058,0.1072762987592065,7.249650837081422e-07,,,,,
1040,147539,UDS,rubies-uds32-nod-v3,,0.1347998635621141,0.1072298862850379,0.6649823863152281,,,,,
1041,44442,UDS,rubies-uds43-nod-v3,,0.1345853631969855,0.1070602852144066,2.040683988925958e-11,,,,,
1042,170002,UDS,rubies-uds21-nod-v3,,0.1328851754384347,0.1057158087935308,5.670907817984315e-125,,,,,
1043,150879,UDS,rubies-uds23-nod-v3,,0.1325849227255412,0.1054783429388424,0.0026396739129493,,,,,
1044,41630,UDS,rubies-uds3-nod-v3,,0.1312924176880206,0.1044560103200766,1.266050023567312e-12,,,,,
1045,170624,UDS,rubies-uds23-nod-v3,,0.1309181764516885,0.1041599642902009,1.300155478751578e-15,,,,,
1046,40931,EGS,rubies-egs53-nod-v3,,0.1297873310193358,0.1032653134880341,2.5674579606268123e-16,,,,wrong-z,
1047,150339,UDS,rubies-uds32-v4,,0.1296467392111978,0.1031540772616024,3.3142172155451908e-21,,,,,
1048,172212,UDS,rubies-uds23-nod-v3,,0.1289168913854478,0.102576589190442,3.093769122519633e-10,,,,,
1049,65750,EGS,rubies-egs62-nod-v3,,0.1288941265695629,0.102558575779851,0.9720004193729564,,,,,
1050,47832,EGS,rubies-egs63-v4,,0.1286076701558635,0.102331903190653,1.1472877321121754e-46,,,,,
1051,163567,UDS,rubies-uds32-nod-v3,,0.1278436175918288,0.1017272685937833,3.3139344093199924e-16,,,,,
1052,151446,UDS,rubies-uds21-nod-v3,,0.1272381245407172,0.1012480684331189,4.902420059856293e-21,,,,,
1053,969257,UDS,rubies-uds31-nod-v3,,0.126731274184895,0.1008469078179306,6.46535996829815e-05,,,,,
1054,13219,EGS,rubies-egs63-nod-v3,,0.1262748108428215,0.1004856053302096,2.342506853199913e-152,,,,,
1055,135953,UDS,rubies-uds23-nod-v3,,0.1252807716953826,0.0996987257936493,4.693235011189717e-155,,,,,
1056,43697,EGS,rubies-egs53-nod-v3,,0.1251472824690681,0.0995930484902575,9.432386544710658e-09,,,,,
1057,22828,UDS,rubies-uds42-nod-v3,rubies-uds43-nod-v3,0.1241026603829671,0.0987660082352888,7.544448508832721e-19,,,,,
1058,63849,EGS,rubies-egs62-nod-v3,,0.1240813832109501,0.0987491617171953,1.637686351541013e-07,,,,,
1059,49217,UDS,rubies-uds43-nod-v3,,0.124032188470452,0.0987102108778441,9.289668100882851e-49,,,,Halpha absorption,
1060,45995,UDS,rubies-uds2-nod-v3,,0.1239863453401889,0.0986739135235222,1.1064016673326814e-06,,,,,
1061,163013,UDS,rubies-uds31-nod-v3,,0.123631939657817,0.0983932977042418,0.3054641822802935,,,,,
1062,803953,UDS,rubies-uds42-v4,,0.1229331706163502,0.0978399815155145,5.247348379621427e-95,,,,,
1063,21985,UDS,rubies-uds1-nod-v3,,0.1217309036504618,0.0968878623353408,3.4516108101296836e-47,,,,,
1064,160043,UDS,rubies-uds22-nod-v3,,0.1212297680666909,0.0964909535113549,3.498798593311271e-219,,,,,
1065,977881,UDS,rubies-uds31-v4,,0.1210156302957798,0.0963213450031289,0.9044673944061415,,,,,
1066,34161,UDS,rubies-uds43-nod-v3,,0.1205305024338983,0.0959370816780946,3.1792924786428567e-06,,,,,
1067,71135,EGS,rubies-egs62-nod-v3,,0.1203261832996115,0.0957752364804988,0.0597850751173401,,,,,
1068,931914,EGS,rubies-egs52-v4,,0.1197397326480141,0.0953106753280529,0.9999999999999998,,,,,
1069,147554,UDS,rubies-uds22-v4,,0.1195966222091731,0.0951973043943433,7.165779168663955e-05,,,,,
1070,34939,UDS,rubies-uds42-nod-v3,,0.119550376054244,0.0951606681490015,2.1120175864733702e-24,,,,,
1071,147996,UDS,rubies-uds23-nod-v3,,0.1189785334060038,0.0947076371779608,0.9482841340824626,,,,,
1072,-7,UDS,rubies-uds1-nod-v3,,0.1182312464936988,0.0941155675386545,0.9997832016348884,,,,,
1073,30876,UDS,rubies-uds2-nod-v3,rubies-uds1-nod-v3,0.1170290697107353,0.0931629825411766,0.5954090468098077,,,,,
1074,22554,EGS,rubies-egs53-nod-v3,,0.1159870847727857,0.0923372224341872,1.2121634806741382e-14,,,,,
1075,50894,UDS,rubies-uds2-v4,,0.1152989148288847,0.0917918015315014,0.7823346858842901,,,,,
1076,36319,UDS,rubies-uds2-nod-v3,rubies-uds1-nod-v3,0.1144749383090759,0.0911386878856776,0.0134675895281392,,,,,
1077,151556,UDS,rubies-uds32-nod-v3,,0.11433777300508,0.0910299597023833,7.729672186450107e-49,,,,,
1078,20014,EGS,rubies-egs63-nod-v3,,0.1142504968175701,0.0909607767325382,1.5852108208706336e-28,,,,,
1079,158045,UDS,rubies-uds22-v4,,0.1129055439374411,0.0898945589873331,0.0021105377498523,,,,,
1080,70897,EGS,rubies-egs62-nod-v3,,0.1119970225326487,0.0891742326065131,6.348545021288879e-11,,,,,
1081,55750,UDS,rubies-uds3-nod-v3,,0.1110636758613435,0.0884341470472128,8.500277412885247e-14,,,,,
1082,49646,EGS,rubies-egs62-nod-v3,,0.1109705826601575,0.0883603257404016,5.839642567860333e-07,,,,,
1083,62061,EGS,rubies-egs53-nod-v3,,0.1109015055462549,0.0883055482846693,5.979473636065327e-51,,,,,
1084,172992,UDS,rubies-uds23-nod-v3,,0.1101530836487926,0.0877120304070918,3.2595755662061396e-10,,,,,
1085,23732,UDS,rubies-uds33-nod-v3,,0.1095507076691443,0.0872342951544919,1.139236998582629e-28,,,,,
1086,58366,UDS,rubies-uds2-nod-v3,,0.1094733424206478,0.0871729356611902,0.0308513500113379,,,,,
1087,183401,UDS,rubies-uds21-nod-v3,,0.1090602661066088,0.0868453100986323,2.7137614992215815e-32,0.0,0.0,,,
1088,47013,EGS,rubies-egs61-nod-v3,,0.1089923522597857,0.0867914437893634,1.1201917031651764e-90,,,,,
1089,46164,EGS,rubies-egs63-nod-v3,rubies-egs62-nod-v3,0.1082030054039473,0.0861653390123484,0.6691240468837242,,,,,
1090,177519,UDS,rubies-uds23-nod-v3,,0.1080238553681149,0.0860232309127331,1.3305065350662839e-77,,,,,
1091,1521,EGS,rubies-egs52-v4,,0.1064938741570216,0.0848094845135821,0.9773218694346,,,,,
1092,20216,EGS,rubies-egs51-nod-v3,,0.1060212066925602,0.084434473493665,6.617244054721779e-51,,,,,
1093,3859,UDS,rubies-uds42-v4,,0.1057929263089545,0.0842533507183582,0.0381754604361151,,,,,
1094,62726,EGS,rubies-egs63-nod-v3,,0.1044547380235926,0.0831915144512642,3.7845340429104265e-172,,,,,
1095,124066,UDS,rubies-uds22-nod-v3,,0.103951233918342,0.0827919514826611,0.000146525398991,,,,,
1096,35126,UDS,rubies-uds43-nod-v3,,0.1037024903122676,0.082594549670394,0.0001351338738268,,,,,
1097,127724,UDS,rubies-uds22-nod-v3,,0.1033205324514204,0.0822914197131202,2.6069885465733917e-25,,,,,
1098,21533,UDS,rubies-uds42-nod-v3,,0.1031861702185595,0.0821847841144292,3.2016440765980254e-08,,,,,
1099,34103,UDS,rubies-uds33-nod-v3,,0.102954437893906,0.0820008679852771,6.912949968791264e-05,,,,,
1100,31276,UDS,rubies-uds41-nod-v3,,0.1027663858823884,0.0818516158445641,3.198326419724899e-15,,,,,
1101,53826,UDS,rubies-uds3-nod-v3,,0.1024583221202929,0.0816071071724184,0.1948749793040639,,,,,
1102,-139,UDS,rubies-uds3-nod-v3,,0.1012496359968862,0.0806477046955055,0.9996047002378012,,,,,
1103,47781,EGS,rubies-egs53-nod-v3,,0.1007504993322842,0.080251477384025,0.0,0.0,,,"Weird falure, degenerate Hbeat?",
1104,39164,UDS,rubies-uds41-nod-v3,,0.1006073830434445,0.0801378643733448,4.840728825079204e-15,,,,,
1105,60323,UDS,rubies-uds3-nod-v3,rubies-uds2-nod-v3,0.1005734377138858,0.080110916599028,0.0330096843132843,,,,,
1106,145434,UDS,rubies-uds32-v4,,0.1005006066297354,0.0800530987436306,0.0655819883736164,,,,,
1107,62736,EGS,rubies-egs62-nod-v3,,0.0991999079091243,0.0790204520229633,0.2411725870238281,,,,,
1108,31305,UDS,rubies-uds41-nod-v3,,0.0976762550537889,0.0778106288997943,2.036658894712134e-20,,,,,
1109,42957,UDS,rubies-uds1-nod-v3,,0.0975559301850222,0.0777150798696378,0.0313679604526982,,,,,
1110,61168,EGS,rubies-egs63-nod-v3,,0.0972095571607938,0.0774400215237443,0.9262577383728184,,,,,
1111,150560,UDS,rubies-uds32-nod-v3,,0.0971788891435674,0.0774156672921579,0.8023985314809481,,,,,
1112,57270,EGS,rubies-egs61-nod-v3,,0.0964420877784646,0.076830533323484,7.572595352407852e-36,,,,,
1113,42892,UDS,rubies-uds3-v4,,0.0964221096430631,0.0768146670210237,0.1349098602415452,,,,,
1114,910881,EGS,rubies-egs52-v4,,0.0962232161279302,0.0766567074375189,0.9143252452429472,,,,,
1115,42143,EGS,rubies-egs61-nod-v3,,0.0955677491454392,0.0761361196208543,1.80367769068717e-08,,,,,
1116,65376,UDS,rubies-uds3-nod-v3,,0.0954852188820029,0.0760705697625799,8.024542444513468e-65,,,,,
1117,146864,UDS,rubies-uds23-nod-v3,,0.0954202676198768,0.0760189817046991,0.0056555148762114,,,,,
1118,27551,EGS,rubies-egs51-nod-v3,,0.0948905251551785,0.0755982176090207,0.4795731631636529,,,,,
1119,43415,UDS,rubies-uds3-nod-v3,,0.0948172880226081,0.0755400451178191,2.3687600307356823e-51,,,,,
1120,48324,UDS,rubies-uds1-nod-v3,,0.0938673681810154,0.0747854842285613,1.0842894302421356e-11,,,,,
1121,39623,EGS,rubies-egs53-nod-v3,,0.0937893200697639,0.0747234843630741,0.0599294751225278,,,,,
1122,24257,EGS,rubies-egs51-nod-v3,,0.0936849273720357,0.0746405561732397,5.8157848434192146e-39,,,,,
1123,46195,UDS,rubies-uds1-nod-v3,,0.0935498899049979,0.0745332829776253,0.2970599744067971,,,,,
1124,38259,UDS,rubies-uds33-v4,,0.0935159997123248,0.0745063605383609,0.0460223721321229,,,,,
1125,135781,UDS,rubies-uds32-nod-v3,,0.0934749911562726,0.0744737831423954,5.481682694743291e-102,,,,,
1126,29517,UDS,rubies-uds1-nod-v3,,0.0931302817893703,0.0741999394169236,8.05448438010079e-12,,,,,
1127,147821,UDS,rubies-uds21-nod-v3,,0.0927927790335509,0.073931812243609,0.0,0.0,,,Small,
1128,28136,UDS,rubies-uds41-nod-v3,,0.0926989995729558,0.0738573081844816,1.5953894712697014e-68,,,,,
1129,44439,UDS,rubies-uds2-nod-v3,,0.0922646137454897,0.0735121974483488,0.0002539193671608,,,,,
1130,158530,UDS,rubies-uds32-nod-v3,,0.0922028803314392,0.0734631503780081,3.2769874997459764e-49,,,,,
1131,32769,UDS,rubies-uds41-nod-v3,,0.091480712281755,0.0728893686635227,5.048384728051259e-19,,,,,
1132,44995,EGS,rubies-egs61-nod-v3,,0.090679123153165,0.0722524404126731,4.3530320526736596e-108,,,,,
1133,930139,EGS,rubies-egs51-v4,,0.0905531956880408,0.0721523765038495,2.457379790304265e-73,,,,,
1134,64455,UDS,rubies-uds2-nod-v3,,0.0898862895433275,0.0716224235949654,1.7726828294861677e-18,,,,,
1135,154539,UDS,rubies-uds21-nod-v3,,0.0887589052154392,0.0707264823768339,1.2740244924544335e-24,,,,,
1136,58801,EGS,rubies-egs62-nod-v3,,0.0882624365820826,0.070331906336171,1.6095673448224053e-19,,,,,
1137,808679,UDS,rubies-uds43-nod-v3,,0.088197665489921,0.0702804272427925,1.2904727368330948e-55,,0.0,,,
1138,38236,UDS,rubies-uds42-nod-v3,,0.0876929982743246,0.0698793152471619,2.364326042235227e-14,,,,,
1139,61052,UDS,rubies-uds2-nod-v3,,0.0864832819234647,0.0689177546322208,2.992613889097854e-246,,,,,
1140,163683,UDS,rubies-uds32-v4,,0.0864005378812873,0.0688519806364617,2.17636655784006e-13,,,,,
1141,66635,EGS,rubies-egs62-nod-v3,,0.0858819253756953,0.0684397201215408,0.5742775879279443,,,,,
1142,62479,UDS,rubies-uds2-nod-v3,,0.0858523050673191,0.0684161735015243,7.027629068195545e-31,0.0,,,,
1143,54720,UDS,rubies-uds2-nod-v3,,0.0858492782520028,0.0684137673358254,1.0939303593986145e-21,,,,,
1144,24163,UDS,rubies-uds33-nod-v3,,0.0855175211391945,0.0681500333584756,0.9997047073123544,,,,,
1145,46959,EGS,rubies-egs53-nod-v3,,0.084926027528397,0.0676798004418976,0.0021206087094555,,,,,
1146,149159,UDS,rubies-uds32-nod-v3,,0.084349963093792,0.0672218108958753,0.0185927587225095,,,,,
1147,30526,UDS,rubies-uds1-nod-v3,,0.0841749893382752,0.0670826967822246,2.23365851902384e-07,,,,,
1148,27423,UDS,rubies-uds42-nod-v3,,0.0841549385245476,0.0670667551109675,0.2317833784449762,,,,,
1149,137126,UDS,rubies-uds22-nod-v3,,0.0837390751082343,0.0667361112093264,1.2328510957773846e-72,,,,,
1150,852418,UDS,rubies-uds33-v4,,0.0837364409639186,0.0667340168220676,3.658512570621432e-05,,,,,
1151,30962,UDS,rubies-uds41-nod-v3,,0.0831008102589998,0.0662286184170129,1.6103096267782575e-128,,,,,
1152,51665,UDS,rubies-uds3-nod-v3,,0.0829341981175268,0.0660961384689932,2.566241517107772e-23,,,,,
1153,46886,EGS,rubies-egs53-nod-v3,,0.0824353550443286,0.0656994775471275,0.029473134287768,,,,,
1154,31675,UDS,rubies-uds41-nod-v3,,0.0823902385730884,0.0656636018499096,0.9999999989590084,,,,,
1155,3451,EGS,rubies-egs52-nod-v3,,0.0822972848094843,0.0655896864937067,0.346600446915341,,,,,
1156,50773,EGS,rubies-egs63-nod-v3,,0.0818141438464612,0.0652054913817694,0.7568136863985817,,,,,
1157,147680,UDS,rubies-uds32-v4,,0.0817303393613599,0.0651388482611445,0.6033827797119663,,,,,
1158,141681,UDS,rubies-uds21-nod-v3,,0.081543923288282,0.0649906045727648,0.0858758285231111,,,,,
1159,59422,UDS,rubies-uds2-nod-v3,,0.0812804388399486,0.0647810699437142,0.4131242156966121,,,,,
1160,57065,UDS,rubies-uds2-nod-v3,,0.0806542305684344,0.0642830631124416,7.883419790061411e-06,,,,,
1161,4483,UDS,rubies-uds42-nod-v3,,0.0797693265690817,0.0635792795888005,2.241904150244607e-68,,,,,
1162,32018,UDS,rubies-uds1-nod-v3,,0.0796113234193126,0.0634536109816158,4.809618103752096e-16,,,,,
1163,181919,UDS,rubies-uds23-nod-v3,,0.0783426097279005,0.0624444760647545,0.0,,,,,
1164,45945,EGS,rubies-egs52-v4,,0.0779313518100637,0.062117339896316,1.016155895954081e-21,,,,,
1165,26940,UDS,rubies-uds42-nod-v3,,0.077709639342748,0.0619409737905957,0.4315187089598754,,,,,
1166,14884,EGS,rubies-egs63-nod-v3,,0.077139405098436,0.061487354360452,3.0424795137065013e-50,,,,,
1167,140203,UDS,rubies-uds23-nod-v3,,0.0771327089840023,0.0614820275050425,1.693676886882825e-08,,,,,
1168,46184,EGS,rubies-egs53-nod-v3,,0.0765455312552279,0.0610149084987676,1.8809903525754367e-37,,,,,
1169,46036,UDS,rubies-uds41-nod-v3,,0.0763278469855596,0.0608417282295833,3.954066336475854e-58,,,,,
1170,18660,EGS,rubies-egs63-nod-v3,,0.0754896137486538,0.0601748390143654,9.614410742235779e-11,,,,,
1171,147981,UDS,rubies-uds21-v4,,0.0753899517190205,0.0600955461751401,0.9326943179906974,1.0,1.0,,,
1172,946240,EGS,rubies-egs52-nod-v3,,0.0750453091979835,0.0598213380207858,0.0,,,,,
1173,40138,EGS,rubies-egs52-nod-v3,,0.0749617364407049,0.059754843903628,0.2212167452378546,0.0,,,,
1174,59871,EGS,rubies-egs63-nod-v3,,0.0747761519103559,0.0596071832981672,2.177218425538854e-39,,,,,
1175,144123,UDS,rubies-uds32-nod-v3,,0.0744161621476369,0.0593207510741402,3.7570921991547665e-10,,,,,
1176,156302,UDS,rubies-uds32-nod-v3,,0.0740216836826434,0.0590068684940102,4.66405190869847e-126,,,,,
1177,13721,UDS,rubies-uds41-nod-v3,,0.0739130981902754,0.0589204664899908,0.1035298973647235,,,,,
1178,1386,EGS,rubies-egs52-nod-v3,,0.0738331404310383,0.0588568432689826,0.1467295076819716,,,,,
1179,48436,UDS,rubies-uds3-nod-v3,,0.0735779565085165,0.0586537882563167,1.8762717793172594e-08,,,,,
1180,172019,UDS,rubies-uds21-nod-v3,,0.0732082036104732,0.0583595616297685,0.1685643670066958,,,,,
1181,12780,UDS,rubies-uds43-nod-v3,,0.0730625531537595,0.0582436597610469,1.502653041747075e-14,,,,,
1182,50293,EGS,rubies-egs62-nod-v3,,0.0729276598354999,0.0581363168233266,7.844863911802132e-175,,,,,
1183,42670,UDS,rubies-uds2-nod-v3,,0.0727200779214049,0.0579711290220641,2.5017401320019623e-05,,,,,
1184,38182,EGS,rubies-egs62-nod-v3,,0.0711738145329431,0.0567405784730493,6.526805425107038e-22,,,,,
1185,29123,EGS,rubies-egs63-v4,,0.0702290198644136,0.0559886231682652,0.0624253863745031,,,,,
1186,38008,EGS,rubies-egs53-nod-v3,,0.0698538487702142,0.0556900133058605,2.49844850868248e-08,,,,,
1187,40641,UDS,rubies-uds3-nod-v3,,0.0698205234479247,0.0556634883089466,1.5272899010168492e-28,,,,,
1188,146230,UDS,rubies-uds31-v4,,0.0695729507091503,0.0554664330365154,0.024802781092228,,,,,
1189,21037,UDS,rubies-uds43-nod-v3,,0.0693477144571315,0.0552871535192869,2.5890469761731524e-08,,,,,
1190,26058,EGS,rubies-egs53-nod-v3,,0.0692539942829804,0.0552125549883391,0.1994140870352899,,,,,
1191,47308,UDS,rubies-uds1-nod-v3,,0.0692330724390765,0.0551959017433794,1.0878775096440331e-25,,,,,
1192,61624,UDS,rubies-uds3-nod-v3,,0.0692227887853993,0.0551877162130044,1.0483977557231134e-08,,,,,
1193,175267,UDS,rubies-uds23-v4,,0.0692141293292382,0.0551808234985923,0.946022052063724,,,,,
1194,164279,UDS,rubies-uds31-nod-v3,,0.0691049798427642,0.0550939428342278,0.9880451263619162,,,,,
1195,16367,UDS,rubies-uds42-nod-v3,,0.0678646951952322,0.0541066569138409,8.128952986447427e-13,,,,,
1196,166932,UDS,rubies-uds23-nod-v3,,0.0677239604302628,0.053994624568143,6.240116422775459e-12,,,,,
1197,143907,UDS,rubies-uds23-v4,,0.0676476959042562,0.0539339135096761,0.3057930008419929,,,,,
1198,124745,UDS,rubies-uds32-nod-v3,,0.0670540283410878,0.0534613084512222,6.692721763224104e-41,,,,,
1199,46997,EGS,rubies-egs61-nod-v3,,0.0662374867278966,0.0528112478003052,0.9998274289004294,1.0,,,,
1200,68660,EGS,rubies-egs62-nod-v3,,0.0659955619339811,0.0526186411830173,4.2615544647065895e-21,,,,,
1201,134822,UDS,rubies-uds32-nod-v3,,0.0658499879187157,0.052502742035661,2.208118339700592e-09,,,,,
1202,156131,UDS,rubies-uds22-nod-v3,,0.0657676607556635,0.052437196549367,0.1610795843152555,,,,,
1203,22500,UDS,rubies-uds33-nod-v3,,0.0651254645102827,0.0519258942807128,1.205967642122251e-22,,,,,
1204,9152,UDS,rubies-uds41-nod-v3,,0.065110637099129,0.0519140887746302,0.073021820171473,,,,,
1205,46443,UDS,rubies-uds33-nod-v3,,0.0648462855257041,0.0517036115440613,2.253858341202309e-56,,,,,
1206,57328,EGS,rubies-egs53-nod-v3,,0.0646208184825821,0.0515240913996264,2.3982579751901175e-20,,,,,
1207,31954,UDS,rubies-uds33-nod-v3,,0.0645770440891027,0.0514892372863248,6.748868897406567e-86,,,,,
1208,43280,EGS,rubies-egs63-v4,,0.0644652702312668,0.0514002400905914,0.0026261175799019,,,,,
1209,14633,UDS,rubies-uds43-nod-v3,,0.0642620106286251,0.0512383979694284,2.4990170970938192e-23,,,,,
1210,137836,UDS,rubies-uds23-nod-v3,,0.0642323076135568,0.0512147472541999,0.1976172293101623,,,,,
1211,42959,EGS,rubies-egs63-nod-v3,,0.0640355645729294,0.0510580915265809,5.467935603844586e-42,,,,,
1212,161521,UDS,rubies-uds32-nod-v3,,0.0638413456997587,0.0509034437196621,0.9993310505627728,,,,,
1213,58418,EGS,rubies-egs62-nod-v3,,0.0637581546719385,0.0508372018360189,9.542191770639601e-76,,,,,
1214,16943,EGS,rubies-egs63-nod-v3,,0.0633381448127456,0.0505027584413167,0.1172547219114492,,,,,
1215,51816,UDS,rubies-uds3-v4,,0.0630116224161261,0.0502427506356361,0.0012634864846171,,,,,
1216,40329,UDS,rubies-uds41-nod-v3,,0.0620265239295342,0.0494582903772328,6.073161096305127e-15,,,,,
1217,167757,UDS,rubies-uds31-nod-v3,,0.0619149835122894,0.0493694647261884,0.0045361221138936,,,,,
1218,166275,UDS,rubies-uds21-nod-v3,,0.0619078858166344,0.0493638124274983,0.0002695419820343,,,,,
1219,46453,UDS,rubies-uds3-nod-v3,,0.0618814200303575,0.0493427361949049,3.7056531922934166e-14,,,,,
1220,28463,EGS,rubies-egs52-nod-v3,,0.0612740150215548,0.0488590150841112,1.0301766403637107e-10,,,,,
1221,179568,UDS,rubies-uds31-v4,,0.0605667105200663,0.0482957140117359,3.1638823794845695e-11,2.0,1.0,,"check v4, looks narrow in G395M?",
1222,984252,UDS,rubies-uds32-v4,,0.0602476957252902,0.04804164101655,1.942286981788578e-180,,,,,
1223,47632,UDS,rubies-uds2-nod-v3,,0.0598394690395633,0.047716509864099,1.3710495901490496e-20,,,,,
1224,158500,UDS,rubies-uds32-nod-v3,,0.0592742481511225,0.047266327960131,3.467908314022161e-152,0.0,,,,
1225,59823,UDS,rubies-uds2-nod-v3,,0.0590763604817746,0.0471087126480487,2.7168591237676204e-20,,,,,
1226,154711,UDS,rubies-uds23-nod-v3,,0.0585242230352102,0.0466689316328802,1.0077493967695472e-08,,,,,
1227,29523,UDS,rubies-uds33-v4,,0.0582808912286971,0.0464751117698914,0.0310147532456714,,,,,
1228,44788,EGS,rubies-egs53-nod-v3,,0.0579970707073315,0.0462490381620133,4.565228794295271e-13,,,,,
1229,32759,UDS,rubies-uds42-nod-v3,,0.0571983915814722,0.0456128406033182,1.158766128632277e-46,,,,,
1230,140707,UDS,rubies-uds23-nod-v3,,0.0571473904012658,0.04557221400223,0.7907127996772986,,,,,
1231,33451,UDS,rubies-uds42-v4,,0.0563016810817396,0.044898520348569,1.1861903279533751e-48,,,,,
1232,18080,EGS,rubies-egs63-nod-v3,,0.0557049491676206,0.044423143238791,0.0515533045290421,,,,,
1233,179679,UDS,rubies-uds21-nod-v3,,0.0554489678245095,0.0442192148679562,5.705073921435559e-17,,,,,
1234,58547,EGS,rubies-egs62-nod-v3,,0.0549668638188492,0.043835137292782,5.671292998805017e-05,,,,,
1235,49186,EGS,rubies-egs63-nod-v3,,0.0547916879928985,0.0436955775228398,1.1716329651273949e-10,,,,,
